journal,url,publisher,date
Journal of Cardiology Case Reports,https://oatext.com/Journal-of-Cardiology-Case-Reports-JCCR.php,Open Access Text,2022-08-12
Journal of Clinical and Molecular Medicine,https://oatext.com/Journal-of-Clinical-and-Molecular-Medicine-JCMM.php,Open Access Text,2022-08-12
Journal of Clinical Investigation and Studies,https://oatext.com/Journal-of-Clinical-Investigation-and-Studies-JCIS.php,Open Access Text,2022-08-12
Dental Research and Practice,https://oatext.com/Journal-of-Dental-Research-And-Practice-JDRP.php,Open Access Text,2022-08-12
Journal of Integrative Cardiology ,https://oatext.com/Journal-of-Integrative-Cardiology-JIC.php,Open Access Text,2022-08-12
Journal of Medicine and Therapeutics,https://oatext.com/Journal-of-Medicine-and-Therapeutics-JMT.php,Open Access Text,2022-08-12
Journal of Respiratory Diseases and Medicine,https://oatext.com/Journal-of-Respiratory-Diseases-and-Medicine-JRDM.php,Open Access Text,2022-08-12
Journal of Stem Cell Research and Medicine,https://oatext.com/Journal-of-Stem-Cell-Research-and-Medicine-JSCRM.php,Open Access Text,2022-08-12
Journal of Systems and Integrative Neuroscience,https://oatext.com/Journal-of-Systems-and-Integrative-Neuroscience-jsin.php,Open Access Text,2022-08-12
Journal of Translational Science,https://oatext.com/Journal-of-Translational-Science-JTS.php,Open Access Text,2022-08-12
Trends in Biomedical Research,https://oatext.com/Journal-of-Trends-in-Biomedical-Research-JTBR.php,Open Access Text,2022-08-12
Medical and Clinical Archives,https://oatext.com/Medical-and-Clinical-Archives-MCA.php,Open Access Text,2022-08-12
Medical Case reports and Reviews,https://oatext.com/Medical-Case-reports-and-Reviews-MCRR.php,Open Access Text,2022-08-12
Medical Devices and Diagnostic Engineering,https://oatext.com/Medical-Devices-and-Diagnostic-Engineering-MDDE.php,Open Access Text,2022-08-12
Medical Research and Innovations,https://oatext.com/Medical-Research-and-Innovations-MRI.php,Open Access Text,2022-08-12
Mental Health and Addiction Research,https://oatext.com/Mental-Health-and-Addiction-Research-MHAR.php,Open Access Text,2022-08-12
Nephrology and Renal Diseases,https://oatext.com/Nephrology-and-Renal-Diseases-NRD.php,Open Access Text,2022-08-12
Neurology and Neuroscience Reports,https://oatext.com/Neurology-And-Neuroscience-Reports-NNR.php,Open Access Text,2022-08-12
Neurology and Neurosurgery,https://oatext.com/Neurology-and-Neurosurgery-NNS.php,Open Access Text,2022-08-12
New Frontiers in Ophthalmology,https://oatext.com/New-Frontiers-in-Ophthalmology-nfo.php,Open Access Text,2022-08-12
Nuclear Medicine and Biomedical Imaging,https://oatext.com/Nuclear-Medicine-and-Biomedical-Imaging-NMBI.php,Open Access Text,2022-08-12
Nursing and Palliative Care,https://oatext.com/Nursing-and-Palliative-Care-NPC.php,Open Access Text,2022-08-12
Obstetrics and Gynecology Reports,https://oatext.com/Obstetrics-and-Gynecology-Reports-OGR.php,Open Access Text,2022-08-12
Oncology Research and Reviews,https://oatext.com/oncology-research-and-reviews-ORR.php,Open Access Text,2022-08-12
Oral Health and Care,https://oatext.com/Oral-Health-and-Care-OHC.php,Open Access Text,2022-08-12
Otorhinolaryngology Head and Neck Surgery,https://oatext.com/Otorhinolaryngology-Head-and-Neck-Surgery-OHNS.php,Open Access Text,2022-08-12
Pediatric Dimensions ,https://oatext.com/Pediatric-Dimensions-PD.php,Open Access Text,2022-08-12
Physical Medicine and Rehabilitation Research,https://oatext.com/Physical-Medicine-and-Rehabilitation-Research-PMRR.php,Open Access Text,2022-08-12
Physiotherapy Research and Reports,https://oatext.com/Physiotherapy-Research-and-Reports-PRR.php,Open Access Text,2022-08-12
Preventive Medicine and Community Health,https://oatext.com/Preventive-Medicine-and-Community-Health-PMCH.php,Open Access Text,2022-08-12
Pulmonary and Critical Care Medicine,https://oatext.com/Pulmonary-and-Critical-Care-Medicine-PCCM.php,Open Access Text,2022-08-12
Radiology and Diagnostic Imaging,https://oatext.com/Radiology-and-Diagnostic-Imaging-RDI.php,Open Access Text,2022-08-12
Research and Review Insights,https://oatext.com/Research-and-Review-Insights-RRI.php,Open Access Text,2022-08-12
Rheumatology and Orthopedic Medicine,https://oatext.com/Rheumatology-and-Orthopedic-Medicine-ROM.php,Open Access Text,2022-08-12
Surgery and Rehabilitation,https://oatext.com/Surgery-and-Rehabilitation-SRJ.php,Open Access Text,2022-08-12
Trauma and Emergency Care,https://oatext.com/Trauma-and-Emergency-Care-TEC.php,Open Access Text,2022-08-12
Trends in Cancer Research and Chemotherapy,https://oatext.com/Trends-in-Cancer-Research-and-Chemotherapy-TCRC.php,Open Access Text,2022-08-12
Trends in Diabetes and Metabolism,https://oatext.com/Trends-in-Diabetes-and-Metabolism-TDM.php,Open Access Text,2022-08-12
Trends in General Practice,https://oatext.com/Trends-in-General-Practice-TGP.php,Open Access Text,2022-08-12
Trends in Medicine,https://oatext.com/Trends-in-Medicine-TiM.php,Open Access Text,2022-08-12
Trends in Research,https://oatext.com/Trends-in-Research-TR.php,Open Access Text,2022-08-12
Trends in Transplantation,https://oatext.com/Trends-in-Transplantation-TiT.php,Open Access Text,2022-08-12
Vascular Diseases and Therapeutics,https://oatext.com/Vascular-Diseases-and-Therapeutics-VDT.php,Open Access Text,2022-08-12
"Biology, Engineering and Medicine",NA,Open Access Text,2022-08-12
"Animal Husbandry, Dairy and Veterinary Science",NA,Open Access Text,2022-08-12
"Alzheimer's, Dementia and Cognitive Neurology",https://oatext.com/Alzheimers-Dementia-and-Cognitive-Neurology-ADCN.php,Open Access Text,2022-08-12
Biomarkers and Genes,https://oatext.com/Biomarkers-Genes-BG.php,Open Access Text,2022-08-12
Biomaterials and Tissue Technology,https://oatext.com/Biomaterials-and-Tissue-Technology-BTT.php,Open Access Text,2022-08-12
Birth Defects,https://oatext.com/Birth-Defects-BDJ.php,Open Access Text,2022-08-12
Cardiothoracic and Vascular Sciences,https://oatext.com/Cardiothoracic-and-Vascular-Sciences-CVS.php,Open Access Text,2022-08-12
Clinical and Medical Pediatrics,https://oatext.com/Clinical-and-Medical-Pediatrics-CMP.php,Open Access Text,2022-08-12
Clinical Nutrition and Metabolism,https://oatext.com/Clinical-Nutrition-and-Metabolism-CNM.php,Open Access Text,2022-08-12
Clinical Proteomics and Bioinformatics,https://oatext.com/Clinical-Proteomics-and-Bioinformatics-CPB.php,Open Access Text,2022-08-12
Contemporary Behavioral Health Care,https://oatext.com/Contemporary-Behavioral-Health-Care-CBHC.php,Open Access Text,2022-08-12
Digestive System,https://oatext.com/Digestive-System-DSJ.php,Open Access Text,2022-08-12
Diseases and Disorders,https://oatext.com/diseases-and-disorders-DD.php,Open Access Text,2022-08-12
Emergency Medicine and Critical Care,https://oatext.com/Emergency-Medicine-and-Critical-Care-EMCC.php,Open Access Text,2022-08-12
Eye Care and Vision,https://oatext.com/Eye-Care-and-Vision-ECV.php,Open Access Text,2022-08-12
Family Medicine and Care,https://oatext.com/Family-Medicine-and-Care-FMC.php,Open Access Text,2022-08-12
"Fetal, Neonatal and Developmental Medicine",https://oatext.com/Fetal-Neonatal-and-Developmental-Medicine-FNDM.php,Open Access Text,2022-08-12
Forensic Science and Criminology,https://oatext.com/Forensic-Science-and-Criminology-FSC.php,Open Access Text,2022-08-12
Fractal Geometry and Nonlinear Analysis in Medicine and Biology,https://oatext.com/Fractal-Geometry-and-Nonlinear-Analysis-in-Medicine-and-Biology-FGNAMB.php,Open Access Text,2022-08-12
Geriatric Medicine and Care,https://oatext.com/Geriatric-Medicine-and-Care-GMC.php,Open Access Text,2022-08-12
Global Anesthesia and Perioperative Medicine,https://oatext.com/Global-Anesthesia-and-Perioperative-Medicine-GAPM.php,Open Access Text,2022-08-12
Global Vaccines and Immunology,https://oatext.com/Global-Vaccines-and-Immunology-GVI.php,Open Access Text,2022-08-12
Heart and Cardiovascular Disorders,https://oatext.com/Heart-and-Cardiovascular-Disorders-HCD.php,Open Access Text,2022-08-12
"Histology, Cytology and Embryology",https://oatext.com/Histology-Cytology-and-Embryology-HCE.php,Open Access Text,2022-08-12
Hypertension Current Concepts and Therapeutics,https://oatext.com/Hypertension-Current-Concepts-and-Therapeutics-HCCT.php,Open Access Text,2022-08-12
Integrative Obesity and Diabetes,https://oatext.com/Integrative-Obesity-and-Diabetes-IOD.php,Open Access Text,2022-08-12
"Integrative Pharmacology, Toxicology and Genotoxicology",https://oatext.com/Integrative-Pharmacology-Toxicology-and-Genotoxicology-IPTG.php,Open Access Text,2022-08-12
Journal of Allergy and Immunology,https://oatext.com/Journal-of-Allergy-and-Immunology-JAI.php,Open Access Text,2022-08-12
Journal of Pregnancy and Reproduction,https://oatext.com/Journal-of-Pregnancy-and-Reproduction-JPR.php,Open Access Text,2022-08-12
Journal of Psychology and Psychiatry,https://oatext.com/Journal-of-Psychology-and-Psychiatry-JPP.php,Open Access Text,2022-08-12
Journal of Spine Care,https://oatext.com/Journal-of-Spine-Care-JSC.php,Open Access Text,2022-08-12
Liver and Pancreatic Sciences,https://oatext.com/Liver-and-Pancreatic-Sciences-LPS.php,Open Access Text,2022-08-12
Lungs and Breathing,https://oatext.com/Lungs-and-Breathing-LBJ.php,Open Access Text,2022-08-12
Medical and Dental Research,https://oatext.com/Medical-and-Dental-Research-MDR.php,Open Access Text,2022-08-12
Molecular Biophysics and Biochemistry,https://oatext.com/Molecular-Biophysics-and-Biochemistry-MBB.php,Open Access Text,2022-08-12
Mouth and Teeth,https://oatext.com/Mouth-and-Teeth-MT.php,Open Access Text,2022-08-12
Neurological Disorders and Therapeutics,https://oatext.com/Neurological-Disorders-and-Therapeutics-NDT.php,Open Access Text,2022-08-12
Nursing and Family Health Care,https://oatext.com/Nursing-and-Family-Health-Care-NFHC.php,Open Access Text,2022-08-12
"Pharmacology, Drug Development and Therapeutics",https://oatext.com/Pharmacology-Drug-Development-Therapeutics-PDDT.php,Open Access Text,2022-08-12
Sexual Health Issues,https://oatext.com/Sexual-Health-Issues-SHI.php,Open Access Text,2022-08-12
Surgical Case Reports and Reviews,https://oatext.com/surgical-case-reports-and-reviewsSCRR.php,Open Access Text,2022-08-12
Translational Brain Rhythmicity,https://oatext.com/Translational-Brain-Rhythmicity-TBR.php,Open Access Text,2022-08-12
Trends in Anesthesia and Surgery,https://oatext.com/Trends-in-Anesthesia-and-Surgery-TAS.php,Open Access Text,2022-08-12
Virology: Research and Reviews,https://oatext.com/Virology-Research-Reviews-VRR.php,Open Access Text,2022-08-12
Wound Care Management,https://oatext.com/Wound-Care-Management-WCM.php,Open Access Text,2022-08-12
