journal,url,issn,publisher,date
Human Health Research,https://openaccesspub.org/journal/jhhr,2576-9383,Open Access Pub,2022-08-12
Human Psychology,https://openaccesspub.org/journal/jhp,2644-1101,Open Access Pub,2022-08-12
Hypertension and Cardiology,https://openaccesspub.org/journal/jhc,2329-9487,Open Access Pub,2022-08-12
Immunization,https://openaccesspub.org/journal/ji,2577-137X,Open Access Pub,2022-08-12
Immunology and Geriatrics,https://openaccesspub.org/journal/jig,NA,Open Access Pub,2022-08-12
Implementation science,https://openaccesspub.org/journal/jis,NA,Open Access Pub,2022-08-12
In-vitro In-vivo In-silico Journal,https://openaccesspub.org/journal/iiij,NA,Open Access Pub,2022-08-12
Intensive Care and Emergency Services,https://openaccesspub.org/journal/jices,NA,Open Access Pub,2022-08-12
International Epilepsy Journal,https://openaccesspub.org/journal/iej,NA,Open Access Pub,2022-08-12
International Journal of Allergy,https://openaccesspub.org/journal/ija,NA,Open Access Pub,2022-08-12
International Journal of Amino Acids,https://openaccesspub.org/journal/ijaa,NA,Open Access Pub,2022-08-12
International Journal of Anesthesia,https://openaccesspub.org/journal/ijan,NA,Open Access Pub,2022-08-12
International Journal of Antibiotic Research,https://openaccesspub.org/journal/ijanr,NA,Open Access Pub,2022-08-12
International Journal of Aquaculture Research and D...,https://openaccesspub.org/journal/ijar,2691-6622,Open Access Pub,2022-08-12
International Journal of Biochemistry Advances,https://openaccesspub.org/journal/ijba,NA,Open Access Pub,2022-08-12
International Journal of Blood Transfusion ,https://openaccesspub.org/journal/ijbt,NA,Open Access Pub,2022-08-12
International Journal of Bone and Mineral Metabolis...,https://openaccesspub.org/journal/ijbm,NA,Open Access Pub,2022-08-12
International Journal of Cell,https://openaccesspub.org/journal/ijc,NA,Open Access Pub,2022-08-12
International Journal of Chemotherapy Research and ...,https://openaccesspub.org/journal/ijcp,NA,Open Access Pub,2022-08-12
International Journal of Clinical Microbiology,https://openaccesspub.org/journal/ijcm,2690-4721,Open Access Pub,2022-08-12
International Journal of Complementary Medicine,https://openaccesspub.org/journal/ijco,NA,Open Access Pub,2022-08-12
International Journal of Coronaviruses,https://openaccesspub.org/journal/ijcv,2692-1537,Open Access Pub,2022-08-12
International Journal of Cytokine,https://openaccesspub.org/journal/ijcy,NA,Open Access Pub,2022-08-12
International Journal of Eating and Weight Disorder...,https://openaccesspub.org/journal/ijwd,NA,Open Access Pub,2022-08-12
International Journal of Entomology,https://openaccesspub.org/journal/ijen,2768-5209,Open Access Pub,2022-08-12
International Journal of Ethology,https://openaccesspub.org/journal/ije,NA,Open Access Pub,2022-08-12
International Journal of General Practice,https://openaccesspub.org/journal/ijgp,2692-5257,Open Access Pub,2022-08-12
International Journal of Glaucoma,https://openaccesspub.org/journal/ijg,NA,Open Access Pub,2022-08-12
International Journal of Global Health,https://openaccesspub.org/journal/ijgh,2693-1176,Open Access Pub,2022-08-12
International Journal of Health Statistics,https://openaccesspub.org/journal/ijhs,NA,Open Access Pub,2022-08-12
International Journal of Heart Research,https://openaccesspub.org/journal/jh,NA,Open Access Pub,2022-08-12
International Journal of Human Anatomy,https://openaccesspub.org/journal/ijha,2577-2279,Open Access Pub,2022-08-12
International Journal of Hydrocarbons,https://openaccesspub.org/journal/ijh,NA,Open Access Pub,2022-08-12
International Journal of Infection Prevention ,https://openaccesspub.org/journal/ijip,2690-4837,Open Access Pub,2022-08-12
International Journal of Inflammation Research ,https://openaccesspub.org/journal/ijir,NA,Open Access Pub,2022-08-12
International Journal of Limnology,https://openaccesspub.org/journal/ijli,2691-3208,Open Access Pub,2022-08-12
International Journal of Lipids,https://openaccesspub.org/journal/ijl,NA,Open Access Pub,2022-08-12
International Journal of Medical Practitioners,https://openaccesspub.org/journal/ijmp,NA,Open Access Pub,2022-08-12
International Journal of Multiple Sclerosis and Re...,https://openaccesspub.org/journal/jsc,NA,Open Access Pub,2022-08-12
International Journal of Negative Results,https://openaccesspub.org/journal/ijnr,2641-9181,Open Access Pub,2022-08-12
International Journal of Neonatology,https://openaccesspub.org/journal/ijne,NA,Open Access Pub,2022-08-12
International Journal of Neuroimaging,https://openaccesspub.org/journal/ijni,NA,Open Access Pub,2022-08-12
International Journal of Neuroinformatics,https://openaccesspub.org/journal/ijnn,NA,Open Access Pub,2022-08-12
International Journal of Nutrition,https://openaccesspub.org/journal/ijn,2379-7835,Open Access Pub,2022-08-12
International Journal of Occupational and Environme...,https://openaccesspub.org/journal/ijoe,2690-0904,Open Access Pub,2022-08-12
International Journal of Pain Management,https://openaccesspub.org/journal/ijp,2688-5328,Open Access Pub,2022-08-12
International Journal of Personalized Medicine,https://openaccesspub.org/journal/ijpm,NA,Open Access Pub,2022-08-12
International Journal of Prostate Cancer,https://openaccesspub.org/journal/ijpc,NA,Open Access Pub,2022-08-12
International Journal of Psychotherapy Practice and...,https://openaccesspub.org/journal/ijpr,2574-612X,Open Access Pub,2022-08-12
International Journal of Sexually Transmitted Disea...,https://openaccesspub.org/journal/ijstd,NA,Open Access Pub,2022-08-12
International Journal of Steroids,https://openaccesspub.org/journal/ijs,NA,Open Access Pub,2022-08-12
International Journal of Structural Biology,https://openaccesspub.org/journal/ijsb,NA,Open Access Pub,2022-08-12
International Journal of Surgical Techniques,https://openaccesspub.org/journal/ijst,NA,Open Access Pub,2022-08-12
International Journal of Thorax,https://openaccesspub.org/journal/ijt,NA,Open Access Pub,2022-08-12
International Journal of Translational Research,https://openaccesspub.org/journal/ijtr,NA,Open Access Pub,2022-08-12
International Journal of Vasculitis,https://openaccesspub.org/journal/ijv,NA,Open Access Pub,2022-08-12
International Marine Science Journal,https://openaccesspub.org/journal/imsj,2643-0282,Open Access Pub,2022-08-12
International Ornithology,https://openaccesspub.org/journal/jio,NA,Open Access Pub,2022-08-12
International Physiology Journal,https://openaccesspub.org/journal/ipj,2578-8590,Open Access Pub,2022-08-12
Keyhole Surgery Proceedings,https://openaccesspub.org/journal/jksp,NA,Open Access Pub,2022-08-12
Language Research,https://openaccesspub.org/journal/jlr,NA,Open Access Pub,2022-08-12
Lung Cancer Epidemiology,https://openaccesspub.org/journal/jlce,NA,Open Access Pub,2022-08-12
Mammal Research ,https://openaccesspub.org/journal/jmr,NA,Open Access Pub,2022-08-12
Medical and Psychological Trauma,https://openaccesspub.org/journal/jmpt,2766-6204,Open Access Pub,2022-08-12
Medical and Surgical Urology,https://openaccesspub.org/journal/jmsu,NA,Open Access Pub,2022-08-12
Medical Informatics and Decision Making,https://openaccesspub.org/journal/jmid,2641-5526,Open Access Pub,2022-08-12
Memory,https://openaccesspub.org/journal/jm,NA,Open Access Pub,2022-08-12
Migraine Management,https://openaccesspub.org/journal/jmm,NA,Open Access Pub,2022-08-12
Model Based Research,https://openaccesspub.org/journal/jmbr,2643-2811,Open Access Pub,2022-08-12
Neoplasms ,https://openaccesspub.org/journal/jn,2639-1716,Open Access Pub,2022-08-12
Nephrology Advances,https://openaccesspub.org/journal/jna,2574-4488,Open Access Pub,2022-08-12
Nervous System and Physiological Phenomena,https://openaccesspub.org/journal/jnpp,NA,Open Access Pub,2022-08-12
Neurological Research And Therapy,https://openaccesspub.org/journal/jnrt,2470-5020,Open Access Pub,2022-08-12
New Developments in Chemistry,https://openaccesspub.org/journal/jndc,2377-2549,Open Access Pub,2022-08-12
New Developments in Molecular Biology,https://openaccesspub.org/journal/jnmb,NA,Open Access Pub,2022-08-12
Obesity Management,https://openaccesspub.org/journal/jom,2574-450X,Open Access Pub,2022-08-12
Ophthalmic Science,https://openaccesspub.org/journal/jos,2470-0436,Open Access Pub,2022-08-12
Organ Transplantation,https://openaccesspub.org/journal/jot,2576-9359,Open Access Pub,2022-08-12
Osteoarthritis and Cartilage ,https://openaccesspub.org/journal/joc,NA,Open Access Pub,2022-08-12
Otolaryngology Advances,https://openaccesspub.org/journal/joa,2379-8572,Open Access Pub,2022-08-12
Oxygen Compounds,https://openaccesspub.org/journal/ijo,NA,Open Access Pub,2022-08-12
Palliative Care And Hospice,https://openaccesspub.org/journal/jpch,NA,Open Access Pub,2022-08-12
Pancreas,https://openaccesspub.org/journal/jpan,NA,Open Access Pub,2022-08-12
Parasite Research,https://openaccesspub.org/journal/jpar,2690-6759,Open Access Pub,2022-08-12
Patient Care and Services,https://openaccesspub.org/journal/jpcs,NA,Open Access Pub,2022-08-12
Pediatric Health And Nutrition,https://openaccesspub.org/journal/jphn,2691-5014,Open Access Pub,2022-08-12
Peptides,https://openaccesspub.org/journal/jop,NA,Open Access Pub,2022-08-12
Plant and Animal Ecology,https://openaccesspub.org/journal/jpae,2637-6075,Open Access Pub,2022-08-12
Plant Cell Development,https://openaccesspub.org/journal/jpcd,2832-5311,Open Access Pub,2022-08-12
Plant Genetics and Crop Research,https://openaccesspub.org/journal/jgrc,2641-9467,Open Access Pub,2022-08-12
Polymer Science Research,https://openaccesspub.org/journal/jpor,NA,Open Access Pub,2022-08-12
Precision Agriculture,https://openaccesspub.org/journal/jpa,NA,Open Access Pub,2022-08-12
Preventive Medicine And Care,https://openaccesspub.org/journal/jpmc,2474-3585,Open Access Pub,2022-08-12
Primates,https://openaccesspub.org/journal/jp,NA,Open Access Pub,2022-08-12
Proteomics and Genomics Research,https://openaccesspub.org/journal/jpgr,2326-0793,Open Access Pub,2022-08-12
Psychological Disorders,https://openaccesspub.org/journal/jpd,NA,Open Access Pub,2022-08-12
Psychophysiology Practice and Research,https://openaccesspub.org/journal/jpr,NA,Open Access Pub,2022-08-12
Public Health International,https://openaccesspub.org/journal/jphi,2641-4538,Open Access Pub,2022-08-12
Radiation and Nuclear Medicine,https://openaccesspub.org/journal/jrnm,2766-8630,Open Access Pub,2022-08-12
Respiratory Diseases,https://openaccesspub.org/journal/jrd,2642-9241,Open Access Pub,2022-08-12
Robotic Surgery and Artificial Intelligence ,https://openaccesspub.org/journal/jrai,NA,Open Access Pub,2022-08-12
Schizophrenia Disorders And Therapy,https://openaccesspub.org/journal/jsdt,NA,Open Access Pub,2022-08-12
Sinusitis,https://openaccesspub.org/journal/js,NA,Open Access Pub,2022-08-12
Skeletal Muscle,https://openaccesspub.org/journal/jsm,2832-4048,Open Access Pub,2022-08-12
Skin Cancer Epidemiology,https://openaccesspub.org/journal/jsce,NA,Open Access Pub,2022-08-12
Sleep And Sleep Disorder Research,https://openaccesspub.org/journal/jsdr,2574-4518,Open Access Pub,2022-08-12
Spine and Neuroscience,https://openaccesspub.org/journal/jsn,2694-1201,Open Access Pub,2022-08-12
Spleen And Liver Research,https://openaccesspub.org/journal/jslr,2578-2371,Open Access Pub,2022-08-12
Sports and Exercise Medicine,https://openaccesspub.org/journal/jsem,2694-2283,Open Access Pub,2022-08-12
Systems Biology,https://openaccesspub.org/journal/jsb,NA,Open Access Pub,2022-08-12
Thrombosis and treatments,https://openaccesspub.org/journal/jtt,NA,Open Access Pub,2022-08-12
Thyroid Cancer,https://openaccesspub.org/journal/jtc,2574-4496,Open Access Pub,2022-08-12
Tissue Repair and Regeneration ,https://openaccesspub.org/journal/jtrr,2640-6403,Open Access Pub,2022-08-12
Transgenics,https://openaccesspub.org/journal/jtr,NA,Open Access Pub,2022-08-12
Tropical Diseases and Medicine,https://openaccesspub.org/journal/jtmh,NA,Open Access Pub,2022-08-12
Ulcers,https://openaccesspub.org/journal/ju,NA,Open Access Pub,2022-08-12
Verbal Behavior,https://openaccesspub.org/journal/jvb,NA,Open Access Pub,2022-08-12
Veterinary Healthcare,https://openaccesspub.org/journal/jvhc,2575-1212,Open Access Pub,2022-08-12
Water,https://openaccesspub.org/journal/jw,2769-2264,Open Access Pub,2022-08-12
Weather Changes,https://openaccesspub.org/journal/jwc,NA,Open Access Pub,2022-08-12
Wildlife,https://openaccesspub.org/journal/jwl,NA,Open Access Pub,2022-08-12
Woman's Mental Health,https://openaccesspub.org/journal/jwmh,NA,Open Access Pub,2022-08-12
Women's Reproductive Health,https://openaccesspub.org/journal/jwrh,2381-862X,Open Access Pub,2022-08-12
Zoological Research,https://openaccesspub.org/journal/jzr,2694-2275,Open Access Pub,2022-08-12
