"journal","url","publisher","date"
"International Journal of Environmental Bioremediation & Biodegradation","NAhttp://www.sciepub.com/journal/IJEBB","Science and Education Publishing",2022-08-11
"International Journal of Physics","NAhttp://www.sciepub.com/journal/IJP","Science and Education Publishing",2022-08-11
"American Journal of Medical Sciences and Medicine","NAhttp://www.sciepub.com/journal/AJMSM","Science and Education Publishing",2022-08-11
"Journal of Cancer Research and Treatment","NAhttp://www.sciepub.com/journal/JCRT","Science and Education Publishing",2022-08-11
"American Journal of Water Resources","NAhttp://www.sciepub.com/journal/AJWR","Science and Education Publishing",2022-08-11
"World Journal of Chemical Education","NAhttp://www.sciepub.com/journal/WJCE","Science and Education Publishing",2022-08-11
"American Journal of Clinical Medicine Research","NAhttp://www.sciepub.com/journal/AJCMR","Science and Education Publishing",2022-08-11
"American Journal of Pharmacological Sciences","NAhttp://www.sciepub.com/journal/AJPS","Science and Education Publishing",2022-08-11
"American Journal of Medical and Biological Research","NAhttp://www.sciepub.com/journal/AJMBR","Science and Education Publishing",2022-08-11
"American Journal of Infectious Diseases and Microbiology","NAhttp://www.sciepub.com/journal/AJIDM","Science and Education Publishing",2022-08-11
"American Journal of Electrical and Electronic Engineering","NAhttp://www.sciepub.com/journal/AJEEE","Science and Education Publishing",2022-08-11
"American Journal of Environmental Protection","NAhttp://www.sciepub.com/journal/ENV","Science and Education Publishing",2022-08-11
"Journal of Geosciences and Geomatics","NAhttp://www.sciepub.com/journal/JGG","Science and Education Publishing",2022-08-11
"Journal of Business and Management Sciences","NAhttp://www.sciepub.com/journal/JBMS","Science and Education Publishing",2022-08-11
"American Journal of Biomedical Research","NAhttp://www.sciepub.com/journal/AJBR","Science and Education Publishing",2022-08-11
"American Journal of Epidemiology and Infectious Disease","NAhttp://www.sciepub.com/journal/AJEID","Science and Education Publishing",2022-08-11
"Sustainable Energy","NAhttp://www.sciepub.com/journal/RSE","Science and Education Publishing",2022-08-11
"American Journal of Numerical Analysis","NAhttp://www.sciepub.com/journal/AJNA","Science and Education Publishing",2022-08-11
"American Journal of Materials Engineering and Technology","NAhttp://www.sciepub.com/journal/MATERIALS","Science and Education Publishing",2022-08-11
"Research in Plant Sciences","NAhttp://www.sciepub.com/journal/PLANT","Science and Education Publishing",2022-08-11
"Chemical Engineering and Science","NAhttp://www.sciepub.com/journal/CES","Science and Education Publishing",2022-08-11
"International Transaction of Electrical and Computer Engineers System","NAhttp://www.sciepub.com/journal/ITECES","Science and Education Publishing",2022-08-11
"Global Journal of Surgery","NAhttp://www.sciepub.com/journal/JS","Science and Education Publishing",2022-08-11
"Journal of Computer Sciences and Applications","NAhttp://www.sciepub.com/journal/JCSA","Science and Education Publishing",2022-08-11
"World Journal of Analytical Chemistry","NAhttp://www.sciepub.com/journal/WJAC","Science and Education Publishing",2022-08-11
"American Journal of Mathematical Analysis","NAhttp://www.sciepub.com/journal/AJMA","Science and Education Publishing",2022-08-11
"American Journal of Modeling and Optimization","NAhttp://www.sciepub.com/journal/AJMO","Science and Education Publishing",2022-08-11
"American Journal of Energy Research","NAhttp://www.sciepub.com/journal/AJER","Science and Education Publishing",2022-08-11
"American Journal of Applied Psychology","NAhttp://www.sciepub.com/journal/AJAP","Science and Education Publishing",2022-08-11
"Research in Psychology and Behavioral Sciences","NAhttp://www.sciepub.com/journal/RPBS","Science and Education Publishing",2022-08-11
"American Journal of Systems and Software","NAhttp://www.sciepub.com/journal/AJSS","Science and Education Publishing",2022-08-11
"American Journal of Materials Science and Engineering","NAhttp://www.sciepub.com/journal/AJMSE","Science and Education Publishing",2022-08-11
"Journal of Finance and Accounting","NAhttp://www.sciepub.com/journal/JFA","Science and Education Publishing",2022-08-11
"Journal of Mathematical Sciences and Applications","NAhttp://www.sciepub.com/journal/JMSA","Science and Education Publishing",2022-08-11
"American Journal of Medicine Studies","NAhttp://www.sciepub.com/journal/AJMS","Science and Education Publishing",2022-08-11
"Journal of Materials Physics and Chemistry","NAhttp://www.sciepub.com/journal/JMPC","Science and Education Publishing",2022-08-11
"American Journal of Industrial Engineering","NAhttp://www.sciepub.com/journal/AJIE","Science and Education Publishing",2022-08-11
"Journal of Automation and Control","NAhttp://www.sciepub.com/journal/AUTOMATION","Science and Education Publishing",2022-08-11
"Journal of Environment Pollution and Human Health","NAhttp://www.sciepub.com/journal/JEPHH","Science and Education Publishing",2022-08-11
"Biomedicine and Biotechnology","NAhttp://www.sciepub.com/journal/BB","Science and Education Publishing",2022-08-11
"Journal of Mechanical Design and Vibration","NAhttp://www.sciepub.com/journal/JMDV","Science and Education Publishing",2022-08-11
"Journal of Behavioural Economics, Finance, Entrepreneurship, Accounting and Transport","NAhttp://www.sciepub.com/journal/JBE","Science and Education Publishing",2022-08-11
"American Journal of Zoological Research","NAhttp://www.sciepub.com/journal/AJZR","Science and Education Publishing",2022-08-11
"American Journal of Information Systems","NAhttp://www.sciepub.com/journal/AJIS","Science and Education Publishing",2022-08-11
"Materials Science and Metallurgy Engineering","NAhttp://www.sciepub.com/journal/MSME","Science and Education Publishing",2022-08-11
"American Journal of Cancer Prevention","NAhttp://www.sciepub.com/journal/AJCP","Science and Education Publishing",2022-08-11
"Journal of Polymer and Biopolymer Physics Chemistry","NAhttp://www.sciepub.com/journal/JPBPC","Science and Education Publishing",2022-08-11
"Journal of Biomedical Engineering and Technology","NAhttp://www.sciepub.com/journal/JBET","Science and Education Publishing",2022-08-11
"International Journal of Clinical and Diagnostic Research","NAhttp://www.sciepub.com/journal/IJCDR","Science and Education Publishing",2022-08-11
"International Journal of Business and Risk Management","NAhttp://www.sciepub.com/journal/IJBRM","Science and Education Publishing",2022-08-11
"International Journal of Global Energy Markets and Finance","NAhttp://www.sciepub.com/journal/IJGEFM","Science and Education Publishing",2022-08-11
"Journal of Applied Agricultural Economics and Policy Analysis","NAhttp://www.sciepub.com/journal/JAAEPA","Science and Education Publishing",2022-08-11
"American Journal of Marine Science","NAhttp://www.sciepub.com/journal/MARINE","Science and Education Publishing",2022-08-11
"Automatic Control and Information Sciences","NAhttp://www.sciepub.com/journal/ACIS","Science and Education Publishing",2022-08-11
"Journal of Computer Networks","NAhttp://www.sciepub.com/journal/JCN","Science and Education Publishing",2022-08-11
"International Journal of Partial Differential Equations and Applications","NAhttp://www.sciepub.com/journal/IJPDEA","Science and Education Publishing",2022-08-11
"American Journal of Cardiovascular Disease Research","NAhttp://www.sciepub.com/journal/AJCDR","Science and Education Publishing",2022-08-11
"Physics and Materials Chemistry","NAhttp://www.sciepub.com/journal/PMC","Science and Education Publishing",2022-08-11
"American Journal of Nanomaterials","NAhttp://www.sciepub.com/journal/AJN","Science and Education Publishing",2022-08-11
"American Journal of Computing Research Repository","NAhttp://www.sciepub.com/journal/AJCRR","Science and Education Publishing",2022-08-11
"American Journal of Mining and Metallurgy","NAhttp://www.sciepub.com/journal/AJMM","Science and Education Publishing",2022-08-11
"World Journal of Preventive Medicine","NAhttp://www.sciepub.com/journal/JPM","Science and Education Publishing",2022-08-11
"International Journal of Clinical Nutrition","NAhttp://www.sciepub.com/journal/IJCN","Science and Education Publishing",2022-08-11
"Journal of Embedded Systems","NAhttp://www.sciepub.com/journal/JES","Science and Education Publishing",2022-08-11
"American Journal of Sensor Technology","NAhttp://www.sciepub.com/journal/AJST","Science and Education Publishing",2022-08-11
"World Journal of Nutrition and Health","NAhttp://www.sciepub.com/journal/JNH","Science and Education Publishing",2022-08-11
"Wireless and Mobile Technologies","NAhttp://www.sciepub.com/journal/WMT","Science and Education Publishing",2022-08-11
"Journal of Optoelectronics Engineering","NAhttp://www.sciepub.com/journal/JOE","Science and Education Publishing",2022-08-11
"American Journal of Vehicle Design","NAhttp://www.sciepub.com/journal/AJVD","Science and Education Publishing",2022-08-11
"Journal of Aquatic Science","NAhttp://www.sciepub.com/journal/JAS","Science and Education Publishing",2022-08-11
"World Journal of Organic Chemistry","NAhttp://www.sciepub.com/journal/WJOC","Science and Education Publishing",2022-08-11
"Biomedical Science and Engineering","NAhttp://www.sciepub.com/journal/BSE","Science and Education Publishing",2022-08-11
"Nanoscience and Nanotechnology Research","NAhttp://www.sciepub.com/journal/NNR","Science and Education Publishing",2022-08-11
"World Journal Control Science and Engineering","NAhttp://www.sciepub.com/journal/WJCSE","Science and Education Publishing",2022-08-11
"World Journal of Environmental Engineering","NAhttp://www.sciepub.com/journal/WJEE","Science and Education Publishing",2022-08-11
"American Journal of Hypertension Research","NAhttp://www.sciepub.com/journal/AJHR","Science and Education Publishing",2022-08-11
"American Journal of Software Engineering","NAhttp://www.sciepub.com/journal/AJSE","Science and Education Publishing",2022-08-11
"Journal of Atmospheric Pollution","NAhttp://www.sciepub.com/journal/JAP","Science and Education Publishing",2022-08-11
"Oral Surgery, Oral Medicine, Oral Radiology","NAhttp://www.sciepub.com/journal/ORAL","Science and Education Publishing",2022-08-11
"International Journal of Data Envelopment Analysis and *Operations Research*","NAhttp://www.sciepub.com/journal/IJDEAOR","Science and Education Publishing",2022-08-11
"Journal of Instrumentation Technology","NAhttp://www.sciepub.com/journal/JIT","Science and Education Publishing",2022-08-11
"Information Security and Computer Fraud","NAhttp://www.sciepub.com/journal/ISCF","Science and Education Publishing",2022-08-11
"Journal of Ocean Research","NAhttp://www.sciepub.com/journal/JOR","Science and Education Publishing",2022-08-11
"International Journal of Clinical and Experimental Neurology","NAhttp://www.sciepub.com/journal/IJCEN","Science and Education Publishing",2022-08-11
"International Journal of Hematological Disorders","NAhttp://www.sciepub.com/journal/IJHD","Science and Education Publishing",2022-08-11
"Journal of Translational Medicine and Developmental Disorders","NAhttp://www.sciepub.com/journal/JTMDD","Science and Education Publishing",2022-08-11
"Neuro-Ophthalmology & Visual Neuroscience","NAhttp://www.sciepub.com/journal/NOVN","Science and Education Publishing",2022-08-11
"Digital Technologies","NAhttp://www.sciepub.com/journal/DT","Science and Education Publishing",2022-08-11
"Social and Economic Geography","NAhttp://www.sciepub.com/journal/SEG","Science and Education Publishing",2022-08-11
"World Journal of Social Sciences and Humanities","NAhttp://www.sciepub.com/journal/WJSSH","Science and Education Publishing",2022-08-11
"Advances in Powertrains and Automotives","NAhttp://www.sciepub.com/journal/APA","Science and Education Publishing",2022-08-11
"International Journal of Materials Lifetime","NAhttp://www.sciepub.com/journal/IJML","Science and Education Publishing",2022-08-11
"Saudian Review of Financial, Technology and Management Studies","NAhttp://www.sciepub.com/journal/SRFTMS","Science and Education Publishing",2022-08-11
"Frontiers of Astronomy, Astrophysics and Cosmology","NAhttp://www.sciepub.com/journal/FAAC","Science and Education Publishing",2022-08-11
"Applied Ecology and Forestry Science","NAhttp://www.sciepub.com/journal/AEFS","Science and Education Publishing",2022-08-11
"Journal of Sociology and Anthropology","NAhttp://www.sciepub.com/journal/JSA","Science and Education Publishing",2022-08-11
"Journal of Linguistics and Literature","NAhttp://www.sciepub.com/journal/JLL","Science and Education Publishing",2022-08-11
"New Vision of Language Arts","NAhttp://www.sciepub.com/journal/NVLA","Science and Education Publishing",2022-08-11
"Language Education Forum","NAhttp://www.sciepub.com/journal/LEF","Science and Education Publishing",2022-08-11
"Journal of City and Development","NAhttp://www.sciepub.com/journal/JCD","Science and Education Publishing",2022-08-11
"Journal of Innovations in Teaching and Learning","NAhttp://www.sciepub.com/journal/JITL","Science and Education Publishing",2022-08-11
