"journal","url","publisher","date"
"Austin Journal of Endocrinology and Diabetes","https://austinpublishinggroup.comendocrinology-diabetes/","Austin Publishing Group",2022-08-11
"Austin Journal of Environmental Toxicology","https://austinpublishinggroup.comenvironmental-toxicology/","Austin Publishing Group",2022-08-11
"Journal of Endocrine Disorders","https://austinpublishinggroup.comendocrinology/","Austin Publishing Group",2022-08-11
"Austin Endocrinology & Diabetes Case Reports","https://austinpublishinggroup.comdiabetes-case-reports/","Austin Publishing Group",2022-08-11
"Austin Emergency Medicine","https://austinpublishinggroup.comemergency-medicine/","Austin Publishing Group",2022-08-11
"Austin Environmental Sciences","https://austinpublishinggroup.comenvironmental-sciences/","Austin Publishing Group",2022-08-11
"Austin ENT: Open Access","https://austinpublishinggroup.coment-open-access/","Austin Publishing Group",2022-08-11
"Austin Journal of Forensic Science and Criminology","https://austinpublishinggroup.comforensicscience-criminology/","Austin Publishing Group",2022-08-11
"Journal of Family Medicine","https://austinpublishinggroup.comfamily-medicine/","Austin Publishing Group",2022-08-11
"Foot & Ankle: Studies","https://austinpublishinggroup.comfoot-ankle-studies/","Austin Publishing Group",2022-08-11
"Austin Food Sciences","https://austinpublishinggroup.comfood-sciences/","Austin Publishing Group",2022-08-11
"Austin Journal of Gastroenterology","https://austinpublishinggroup.comgastroenterology/","Austin Publishing Group",2022-08-11
"Austin Journal of Genetics and Genomic Research","https://austinpublishinggroup.comgenetics-genomic-research/","Austin Publishing Group",2022-08-11
"Austin Gynecology Case Reports","https://austinpublishinggroup.comgynecology-case-reports/","Austin Publishing Group",2022-08-11
"Gerontology & Geriatrics: Research","https://austinpublishinggroup.comgerontology/","Austin Publishing Group",2022-08-11
"Gastrointestinal Cancer: Research & Therapy","https://austinpublishinggroup.comgastrointestinal-cancer/","Austin Publishing Group",2022-08-11
"Journal of Gastroenterology, Liver & Pancreatic Diseases","https://austinpublishinggroup.comglpd/","Austin Publishing Group",2022-08-11
"Austin Journal of HIV/AIDS Research","https://austinpublishinggroup.comhiv-aids-research/","Austin Publishing Group",2022-08-11
"Austin Journal of Hydrology","https://austinpublishinggroup.comhydrology/","Austin Publishing Group",2022-08-11
"Annals of Hematology & Oncology","https://austinpublishinggroup.comhematology/","Austin Publishing Group",2022-08-11
"Journal of Hepatitis Research","https://austinpublishinggroup.comhepatitis/","Austin Publishing Group",2022-08-11
"Austin Hypertension","https://austinpublishinggroup.comaustin-hypertension/","Austin Publishing Group",2022-08-11
"Austin Head & Neck Oncology","https://austinpublishinggroup.comhead-neck-oncology/","Austin Publishing Group",2022-08-11
"Austin Hepatology","https://austinpublishinggroup.comaustin-hepatology/","Austin Publishing Group",2022-08-11
"Austin Hematology","https://austinpublishinggroup.comaustin-hematology/","Austin Publishing Group",2022-08-11
"Austin Journal of Infectious Diseases","https://austinpublishinggroup.cominfectious-diseases/","Austin Publishing Group",2022-08-11
"Austin Journal of Invitro Fertilization","https://austinpublishinggroup.cominvitro-fertilization/","Austin Publishing Group",2022-08-11
"Journal of Immune Research","https://austinpublishinggroup.comimmune-research/","Austin Publishing Group",2022-08-11
"Austin Journal of Irrigation","https://austinpublishinggroup.comirrigation/","Austin Publishing Group",2022-08-11
"Austin Internal Medicine","https://austinpublishinggroup.comaustin-internal-medicine/","Austin Publishing Group",2022-08-11
"Austin Immunology","https://austinpublishinggroup.comaustin-immunology/","Austin Publishing Group",2022-08-11
"Austin Journal of Lung Cancer Research","https://austinpublishinggroup.comlung-cancer-research/","Austin Publishing Group",2022-08-11
"Austin Leukemia","https://austinpublishinggroup.comleukemia/","Austin Publishing Group",2022-08-11
"Austin Liver","https://austinpublishinggroup.comliver/","Austin Publishing Group",2022-08-11
"Annals of Materials Science & Engineering","https://austinpublishinggroup.commaterial-science-engineering/","Austin Publishing Group",2022-08-11
"Austin Mathematics","https://austinpublishinggroup.commathematics/","Austin Publishing Group",2022-08-11
"Austin Journal of Medical Oncology","https://austinpublishinggroup.commedical-oncology/","Austin Publishing Group",2022-08-11
"Austin Journal of Microbiology","https://austinpublishinggroup.commicrobiology/","Austin Publishing Group",2022-08-11
"Austin Journal of Molecular and Cellular Biology","https://austinpublishinggroup.commolecular-cellular-biology/","Austin Publishing Group",2022-08-11
"Austin Journal of Multiple Sclerosis & Neuroimmunology","https://austinpublishinggroup.commultiple-sclerosis/","Austin Publishing Group",2022-08-11
"Journal of Molecular Biology and Molecular Imaging","https://austinpublishinggroup.commolecular-biology/","Austin Publishing Group",2022-08-11
"Austin Journal of Musculoskeletal Disorders","https://austinpublishinggroup.commusculoskeletal-disorders/","Austin Publishing Group",2022-08-11
"Annals of Mutagenesis","https://austinpublishinggroup.commutagenesis/","Austin Publishing Group",2022-08-11
"Austin Medical Sciences","https://austinpublishinggroup.commedical-sciences/","Austin Publishing Group",2022-08-11
"Austin Journal of Nanomedicine & Nanotechnology","https://austinpublishinggroup.comnanomedicine-nanotechnology/","Austin Publishing Group",2022-08-11
"Austin Journal of Nephrology and Hypertension","https://austinpublishinggroup.comnephrology/","Austin Publishing Group",2022-08-11
"Austin Neurosurgery: Open Access","https://austinpublishinggroup.comneurosurgery/","Austin Publishing Group",2022-08-11
"Austin Journal of Neurological Disorders & Epilepsy","https://austinpublishinggroup.comneurological-disorders-epilepsy/","Austin Publishing Group",2022-08-11
"Austin Neurology & Neurosciences","https://austinpublishinggroup.comneurology-neurosciences/","Austin Publishing Group",2022-08-11
"Austin Journal of Neuropsychiatry and Cognitive Science","https://austinpublishinggroup.comneuropsychiatry-cognitive-science/","Austin Publishing Group",2022-08-11
"Austin Journal of Nuclear Medicine and Radiotherapy","https://austinpublishinggroup.comnuclear-medicine-radiotherapy/","Austin Publishing Group",2022-08-11
"Austin Journal of Nutrition & Metabolism","https://austinpublishinggroup.comnutrition-metabolism/","Austin Publishing Group",2022-08-11
"Austin Journal of Nutrition and Food sciences","https://austinpublishinggroup.comnutrition-food-sciences/","Austin Publishing Group",2022-08-11
"Austin Journal of Nursing & Health Care","https://austinpublishinggroup.comnursing/","Austin Publishing Group",2022-08-11
"Annals of Nursing Research & Practice","https://austinpublishinggroup.comnursing-research-practice/","Austin Publishing Group",2022-08-11
"Annals of Nutritional Disorders & Therapy","https://austinpublishinggroup.comnutritional-disorders/","Austin Publishing Group",2022-08-11
"International Journal of Nutritional Sciences","https://austinpublishinggroup.comnutritional-sciences/","Austin Publishing Group",2022-08-11
"Austin Neurology","https://austinpublishinggroup.comaustin-neurology/","Austin Publishing Group",2022-08-11
"Austin Journal of Obesity & Metabolic Syndromes","https://austinpublishinggroup.comobesity-metabolic-syndrome/","Austin Publishing Group",2022-08-11
"Austin Journal of Obstetrics and Gynecology","https://austinpublishinggroup.comobstetrics-gynecology/","Austin Publishing Group",2022-08-11
"Austin Journal of Orthopedics & Rheumatology","https://austinpublishinggroup.comorthopedics-rheumatology/","Austin Publishing Group",2022-08-11
"Austin Orthopedics","https://austinpublishinggroup.comaustin-orthopedics/","Austin Publishing Group",2022-08-11
"Austin Otolaryngology","https://austinpublishinggroup.comotolaryngology/","Austin Publishing Group",2022-08-11
"Austin Oncology Case Reports","https://austinpublishinggroup.comoncology-case-reports/","Austin Publishing Group",2022-08-11
"Austin Oncology","https://austinpublishinggroup.comoncology/","Austin Publishing Group",2022-08-11
"Annals of Obesity & Disorders","https://austinpublishinggroup.comobesity/","Austin Publishing Group",2022-08-11
"Austin Ophthalmology","https://austinpublishinggroup.comaustin-ophthalmology/","Austin Publishing Group",2022-08-11
"Journal of Ophthalmology and Visual Sciences","https://austinpublishinggroup.comophthalmology-visual-sciences/","Austin Publishing Group",2022-08-11
"Austin Occupational Medicine","https://austinpublishinggroup.comoccupational-medicine/","Austin Publishing Group",2022-08-11
"Austin Pediatrics","https://austinpublishinggroup.compediatrics/","Austin Publishing Group",2022-08-11
"Austin Pancreatic Disorders","https://austinpublishinggroup.compancreatic-disorders/","Austin Publishing Group",2022-08-11
"Austin Journal of Pharmacology and Therapeutics","https://austinpublishinggroup.compharmacology-therapeutics/","Austin Publishing Group",2022-08-11
"Austin Pharmacology & Pharmaceutics","https://austinpublishinggroup.compharmacology-pharmaceutics/","Austin Publishing Group",2022-08-11
"Austin Journal of Plant Biology","https://austinpublishinggroup.complant-biology/","Austin Publishing Group",2022-08-11
"Austin Proteomics","https://austinpublishinggroup.comproteomics/","Austin Publishing Group",2022-08-11
"Austin Journal of Proteomics, Bioinformatics & Genomics","https://austinpublishinggroup.comproteomics-bioinformatics-genomics/","Austin Publishing Group",2022-08-11
"Austin Journal of Psychiatry and Behavioral Sciences","https://austinpublishinggroup.compsychiatry-behavioral-sciences/","Austin Publishing Group",2022-08-11
"Austin Journal of Public Health and Epidemiology","https://austinpublishinggroup.compublic-health-epidemiology/","Austin Publishing Group",2022-08-11
"Austin Journal of Pulmonary and Respiratory Medicine","https://austinpublishinggroup.compulmonary-respiratory-medicine/","Austin Publishing Group",2022-08-11
"Journal of Plant Chemistry and Ecophysiology","https://austinpublishinggroup.comjpceonline/","Austin Publishing Group",2022-08-11
"Austin Journal of Pathology & Laboratory Medicine","https://austinpublishinggroup.compathology/","Austin Publishing Group",2022-08-11
"Physical Medicine and Rehabilitation - International","https://austinpublishinggroup.comphysical-medicine/","Austin Publishing Group",2022-08-11
"Austin Physical Medicine","https://austinpublishinggroup.comaustin-phys-med/","Austin Publishing Group",2022-08-11
"Journal of Pediatric Endocrinology","https://austinpublishinggroup.compediatric-endocrinology/","Austin Publishing Group",2022-08-11
"Austin Pathology","https://austinpublishinggroup.comaustin-pathology/","Austin Publishing Group",2022-08-11
"Austin Public Health","https://austinpublishinggroup.comaustin-public-health/","Austin Publishing Group",2022-08-11
"Journal of Pathology & Microbiology","https://austinpublishinggroup.compathology-microbiology/","Austin Publishing Group",2022-08-11
"Journal of Pediatrics & Child Health Care","https://austinpublishinggroup.compediatrics-child-health-care/","Austin Publishing Group",2022-08-11
"Austin Palliative Care","https://austinpublishinggroup.compalliative-care/","Austin Publishing Group",2022-08-11
"Austin Pediatric Oncology","https://austinpublishinggroup.compediatric-oncology/","Austin Publishing Group",2022-08-11
"Austin Psychiatry","https://austinpublishinggroup.comaustin-psychiatry/","Austin Publishing Group",2022-08-11
"Journal of Psychiatry & Mental Disorders","https://austinpublishinggroup.compsychiatry-mental-disorders/","Austin Publishing Group",2022-08-11
"Austin Pain & Relief","https://austinpublishinggroup.comaustin-pain-relief/","Austin Publishing Group",2022-08-11
"Austin Journal of Pregnancy & Child Birth","https://austinpublishinggroup.compregnancy-child-birth/","Austin Publishing Group",2022-08-11
"Austin Plastic Surgery: Open Access","https://austinpublishinggroup.complastic-surgery/","Austin Publishing Group",2022-08-11
"Austin Journal of Radiology","https://austinpublishinggroup.comradiology/","Austin Publishing Group",2022-08-11
"Austin Journal of Radiation Oncology and Cancer","https://austinpublishinggroup.comradiation-oncology-cancer/","Austin Publishing Group",2022-08-11
"Austin Journal of Reproductive Medicine & Infertility","https://austinpublishinggroup.comreproductive-medicine/","Austin Publishing Group",2022-08-11
"Austin Journal of Robotics & Automation","https://austinpublishinggroup.comrobotics-automation/","Austin Publishing Group",2022-08-11
"Austin Renal Disorders","https://austinpublishinggroup.comaustin-renal-disorders/","Austin Publishing Group",2022-08-11
"Austin Rheumatology","https://austinpublishinggroup.comaustin-rheumatology/","Austin Publishing Group",2022-08-11
"Austin Journal of Sleep Disorders","https://austinpublishinggroup.comsleep-disorders/","Austin Publishing Group",2022-08-11
"Austin Statistics","https://austinpublishinggroup.comstatistics/","Austin Publishing Group",2022-08-11
"Journal of Stem Cell Research and Transplantation","https://austinpublishinggroup.comstemcell-research-transplantation/","Austin Publishing Group",2022-08-11
"Austin Journal of Surgery","https://austinpublishinggroup.comsurgery/","Austin Publishing Group",2022-08-11
"Annals of Surgery and Perioperative Care","https://austinpublishinggroup.comannals-surgery/","Austin Publishing Group",2022-08-11
"Austin Spine","https://austinpublishinggroup.comspine/","Austin Publishing Group",2022-08-11
"Sarcoma Research - International","https://austinpublishinggroup.comsarcoma/","Austin Publishing Group",2022-08-11
"Journal of Schizophrenia Research","https://austinpublishinggroup.comschizophrenia/","Austin Publishing Group",2022-08-11
"Journal of Stem Cells Research, Reviews & Reports","https://austinpublishinggroup.comstem-cells/","Austin Publishing Group",2022-08-11
"Austin Surgery Case Reports","https://austinpublishinggroup.comsurgery-case-reports/","Austin Publishing Group",2022-08-11
"Austin Sports Medicine","https://austinpublishinggroup.comsports-medicine/","Austin Publishing Group",2022-08-11
"Austin Surgical Oncology","https://austinpublishinggroup.comsurgical-oncology/","Austin Publishing Group",2022-08-11
"Austin Journal of Trauma and Treatment","https://austinpublishinggroup.comtrauma-treatment/","Austin Publishing Group",2022-08-11
"Austin Journal of Tropical Medicine & Hygiene","https://austinpublishinggroup.comtropical-medicine/","Austin Publishing Group",2022-08-11
"Austin Therapeutics","https://austinpublishinggroup.comtherapeutics/","Austin Publishing Group",2022-08-11
"Annals of Thyroid Research","https://austinpublishinggroup.comthyroid-research/","Austin Publishing Group",2022-08-11
"Annals of Translational Medicine & Epidemiology","https://austinpublishinggroup.comtranslational-medicine/","Austin Publishing Group",2022-08-11
"Austin Tuberculosis: Research & Treatment","https://austinpublishinggroup.comtuberculosis/","Austin Publishing Group",2022-08-11
"Austin Tissue Engineering","https://austinpublishinggroup.comtissue-engineering/","Austin Publishing Group",2022-08-11
"Austin Transplantation Sciences","https://austinpublishinggroup.comtransplantation-sciences/","Austin Publishing Group",2022-08-11
"Advance Research in Textile Engineering","https://austinpublishinggroup.comtextile-engineering/","Austin Publishing Group",2022-08-11
"Thrombosis & Haemostasis: Research","https://austinpublishinggroup.comthrombosis-haemostasis/","Austin Publishing Group",2022-08-11
"Austin Tropical Medicine & Care","https://austinpublishinggroup.comtropical-medicine-care/","Austin Publishing Group",2022-08-11
"Austin Journal of Urology","https://austinpublishinggroup.comurology/","Austin Publishing Group",2022-08-11
"Austin Journal of Vaccines & Immunotherapeutics","https://austinpublishinggroup.comvaccines-immunotherapeutics/","Austin Publishing Group",2022-08-11
"Austin Journal of Vascular Medicine","https://austinpublishinggroup.comvascular-medicine/","Austin Publishing Group",2022-08-11
"Austin Journal of Veterinary Science & Animal Husbandry","https://austinpublishinggroup.comveterinary-science-research/","Austin Publishing Group",2022-08-11
"Austin Virology and Retrovirology","https://austinpublishinggroup.comvirology/","Austin Publishing Group",2022-08-11
"Austin Journal of Vector Borne Diseases: Open Access","https://austinpublishinggroup.comvector-borne-diseases/","Austin Publishing Group",2022-08-11
"Austin Journal of Women’s Health","https://austinpublishinggroup.comwomens-health/","Austin Publishing Group",2022-08-11
"Annals of Yoga and Physical Therapy","https://austinpublishinggroup.comyoga-physical-therapy/","Austin Publishing Group",2022-08-11
