journal,url,issn,publisher,date
Trends in Computer Science and Information Technology,https://www.peertechzpublications.com/journals/international-journal-of-radiology-and-radiation-oncology/home,2641-3086,Peertechz Publications,2022-08-12
Annals of Limnology and Oceanography,https://www.peertechzpublications.com/journals/global-journal-of-cancer-therapy/home,2641-3078,Peertechz Publications,2022-08-12
Open Journal of Chemistry,https://www.peertechzpublications.com/journals/journal-of-gynecological-research-and-obstetrics/home,2641-3051,Peertechz Publications,2022-08-12
Journal of Food Science and Nutrition Therapy,https://www.peertechzpublications.com/journals/journal-of-clinical-microbiology-and-biochemical-technology/home,2641-3043,Peertechz Publications,2022-08-12
Archive of Biomedical Science and Engineering,https://www.peertechzpublications.com/journals/archives-of-nursing-practice-and-care/home,2641-3027,Peertechz Publications,2022-08-12
Studies on Stem Cells Research and Therapy,https://www.peertechzpublications.com/journals/archives-of-clinical-nephrology/home,2641-3000,Peertechz Publications,2022-08-12
Annals of Circulation,https://www.peertechzpublications.com/journals/archives-of-pulmonology-and-respiratory-care/home,2641-2985,Peertechz Publications,2022-08-12
Archives of Hepatitis Research,https://www.peertechzpublications.com/journals/imaging-journal-of-clinical-and-medical-sciences/home,2641-2977,Peertechz Publications,2022-08-12
Annals of Environmental Science and Toxicology,https://www.peertechzpublications.com/journals/international-journal-of-dermatology-and-clinical-research/home,2641-2969,Peertechz Publications,2022-08-12
"Journal of Neurology, Neurological Science and Disorders",https://www.peertechzpublications.com/journals/international-journal-of-immunotherapy-and-cancer-research/home,2641-2950,Peertechz Publications,2022-08-12
Open Journal of Tropical Medicine,https://www.peertechzpublications.com/journals/global-journal-of-obesity-diabetes-and-metabolic-syndrome/home,2640-8147,Peertechz Publications,2022-08-12
Annals of Musculoskeletal Medicine,https://www.peertechzpublications.com/journals/archives-of-renal-diseases-and-management/home,2640-8139,Peertechz Publications,2022-08-12
Open Journal of Pain Medicine,https://www.peertechzpublications.com/journals/global-journal-of-infectious-diseases-and-clinical-research/home,2640-8104,Peertechz Publications,2022-08-12
Open Journal of Asthma,https://www.peertechzpublications.com/journals/global-journal-of-medical-and-clinical-case-reports/home,2640-8082,Peertechz Publications,2022-08-12
Annals of Psychiatry and Treatment,https://www.peertechzpublications.com/journals/international-journal-of-oral-and-craniofacial-science/home,2640-8031,Peertechz Publications,2022-08-12
Open Journal of Bacteriology,https://www.peertechzpublications.com/journals/journal-of-hiv-for-clinical-and-scientific-research/home,2640-8007,Peertechz Publications,2022-08-12
Rheumatica Acta: Open Access,https://www.peertechzpublications.com/journals/journal-of-surgery-and-surgical-research/home,2640-799X,Peertechz Publications,2022-08-12
Open Journal of Thyroid Research,https://www.peertechzpublications.com/journals/archives-of-clinical-gastroenterology/home,2640-7981,Peertechz Publications,2022-08-12
Archives of Organ Transplantation,https://www.peertechzpublications.com/journals/archives-of-otolaryngology-and-rhinology/home,2640-7973,Peertechz Publications,2022-08-12
Archives of Anatomy and Physiology,https://www.peertechzpublications.com/journals/journal-of-clinical-research-and-ophthalmology/home,2640-7957,Peertechz Publications,2022-08-12
Open Journal of Trauma,https://www.peertechzpublications.com/journals/journal-of-dental-problems-and-solutions/home,2640-7949,Peertechz Publications,2022-08-12
Global Journal of Zoology,https://www.peertechzpublications.com/journals/annals-of-systems-biology/home,2640-7930,Peertechz Publications,2022-08-12
Archives of Hematology Case Reports and Reviews,https://www.peertechzpublications.com/journals/open-journal-of-proteomics-and-genomics/home,2640-7914,Peertechz Publications,2022-08-12
Open Journal of Plant Science,https://www.peertechzpublications.com/journals/international-journal-of-sexual-and-reproductive-health-care/home,2640-7906,Peertechz Publications,2022-08-12
Global Journal of Fertility and Research,https://www.peertechzpublications.com/journals/open-journal-of-environmental-biology/home,2640-7884,Peertechz Publications,2022-08-12
Global Journal of Rare Diseases,https://www.peertechzpublications.com/journals/global-journal-of-ecology/home,2640-7876,Peertechz Publications,2022-08-12
Archives of Preventive Medicine,https://www.peertechzpublications.com/journals/annals-of-limnology-and-oceanography/home,2640-7868,Peertechz Publications,2022-08-12
Global Journal of Biotechnology and Biomaterial Science,https://www.peertechzpublications.com/journals/journal-of-food-science-and-nutrition-therapy/home,2640-7817,Peertechz Publications,2022-08-12
Annals of Cytology and Pathology,https://www.peertechzpublications.com/journals/studies-on-stem-cells-research-and-therapy/home,2640-7809,Peertechz Publications,2022-08-12
Open Journal of Biological Sciences,https://www.peertechzpublications.com/journals/annals-of-environmental-science-and-toxicology/home,2640-7795,Peertechz Publications,2022-08-12
International Journal of Pharmaceutical Sciences and Developmental Research,https://www.peertechzpublications.com/journals/open-journal-of-bacteriology/home,2640-7760,Peertechz Publications,2022-08-12
Scientific Journal of Genetics and Gene Therapy,https://www.peertechzpublications.com/journals/global-journal-of-zoology/home,2640-7744,Peertechz Publications,2022-08-12
Archives of Clinical Hypertension,https://www.peertechzpublications.com/journals/open-journal-of-plant-science/home,2640-771X,Peertechz Publications,2022-08-12
Open Journal of Pediatrics and Child Health,https://www.peertechzpublications.com/journals/global-journal-of-biotechnology-and-biomaterial-science/home,2640-7612,Peertechz Publications,2022-08-12
International Journal of Veterinary Science and Research,https://www.peertechzpublications.com/journals/open-journal-of-biological-sciences/home,2640-7604,Peertechz Publications,2022-08-12
Journal of Vaccines and Immunology,https://www.peertechzpublications.com/journals/international-journal-of-veterinary-science-and-research/home,2640-7590,Peertechz Publications,2022-08-12
International Journal of Clinical Endocrinology and Metabolism,https://www.peertechzpublications.com/journals/annals-of-marine-science/home,2640-7582,Peertechz Publications,2022-08-12
International Journal of Radiology and Radiation Oncology,https://www.peertechzpublications.com/journals/international-journal-of-aquaculture-and-fishery-sciences/home,2640-7566,Peertechz Publications,2022-08-12
Annals of Marine Science,https://www.peertechzpublications.com/journals/international-journal-of-agricultural-science-and-food-technology/home,2640-2300,Peertechz Publications,2022-08-12
Global Journal of Cancer Therapy,https://www.peertechzpublications.com/journals/international-journal-of-nanomaterials-nanotechnology-and-nanomedicine/home,2581-5407,Peertechz Publications,2022-08-12
Journal of Gynecological Research and Obstetrics,https://www.peertechzpublications.com/journals/open-journal-of-bioinformatics-and-biostatistics/home,2581-5288,Peertechz Publications,2022-08-12
Journal of Clinical Microbiology and Biochemical Technology,https://www.peertechzpublications.com/journals/open-journal-of-cell-and-protein-science/home,2581-527X,Peertechz Publications,2022-08-12
Archives of Nursing Practice and Care,https://www.peertechzpublications.com/journals/open-journal-of-analytical-and-bioanalytical-chemistry/home,2581-4265,Peertechz Publications,2022-08-12
Archives of Clinical Nephrology,https://www.peertechzpublications.com/journals/open-journal-of-chemistry/home,2581-3870,Peertechz Publications,2022-08-12
Archives of Pulmonology and Respiratory Care,https://www.peertechzpublications.com/journals/archive-of-biochemistry/home,2581-3684,Peertechz Publications,2022-08-12
Imaging Journal of Clinical and Medical Sciences,https://www.peertechzpublications.com/journals/trends-in-computer-science-and-information-technology/home,2455-8702,Peertechz Publications,2022-08-12
International Journal of Dermatology and Clinical Research,https://www.peertechzpublications.com/journals/archive-of-biomedical-science-and-engineering/home,2455-8605,Peertechz Publications,2022-08-12
International Journal of Immunotherapy and Cancer Research,https://www.peertechzpublications.com/journals/journal-of-civil-engineering-and-environmental-sciences/home,2455-8591,Peertechz Publications,2022-08-12
"Global Journal of Obesity, Diabetes and Metabolic Syndrome",https://www.peertechzpublications.com/journals/annals-of-robotics-and-automation/home,2455-8583,Peertechz Publications,2022-08-12
International Journal of Aquaculture and Fishery Sciences,https://www.peertechzpublications.com/journals/annals-of-antivirals-and-antiretrovirals/home,2455-8400,Peertechz Publications,2022-08-12
International Journal of Agricultural Science and Food Technology,https://www.peertechzpublications.com/journals/annals-of-molecular-and-genetic-medicine/home,2455-815X,Peertechz Publications,2022-08-12
Global Journal of Allergy,https://www.peertechzpublications.com/journals/archive-of-gerontology-and-geriatrics-research/home,2455-8141,Peertechz Publications,2022-08-12
Archives of Renal Diseases and Management,https://www.peertechzpublications.com/journals/journal-of-biology-and-medicine/home,2455-5495,Peertechz Publications,2022-08-12
Journal of Novel Physiotherapy and Physical Rehabilitation,https://www.peertechzpublications.com/journals/global-journal-of-perioperative-medicine/home,2455-5487,Peertechz Publications,2022-08-12
Archives of Community Medicine and Public Health,https://www.peertechzpublications.com/journals/archives-of-sports-medicine-and-physiotherapy/home,2455-5479,Peertechz Publications,2022-08-12
Archives of Depression and Anxiety,https://www.peertechzpublications.com/journals/open-journal-of-tropical-medicine/home,2455-5460,Peertechz Publications,2022-08-12
International Journal of Vascular Surgery and Medicine,https://www.peertechzpublications.com/journals/annals-of-musculoskeletal-medicine/home,2455-5452,Peertechz Publications,2022-08-12
Global Journal of Infectious Diseases and Clinical Research,https://www.peertechzpublications.com/journals/open-journal-of-pain-medicine/home,2455-5363,Peertechz Publications,2022-08-12
Global Journal of Medical and Clinical Case Reports,https://www.peertechzpublications.com/journals/annals-of-psychiatry-and-treatment/home,2455-5282,Peertechz Publications,2022-08-12
Journal of Civil Engineering and Environmental Sciences,https://www.peertechzpublications.com/journals/global-journal-of-fertility-and-research/home,2455-488X,Peertechz Publications,2022-08-12
International Journal of Oral and Craniofacial Science,https://www.peertechzpublications.com/journals/global-journal-of-rare-diseases/home,2455-4634,Peertechz Publications,2022-08-12
Journal of HIV for Clinical and Scientific Research,https://www.peertechzpublications.com/journals/archives-of-preventive-medicine/home,2455-3786,Peertechz Publications,2022-08-12
"International Journal of Nanomaterials, Nanotechnology and Nanomedicine",https://www.peertechzpublications.com/journals/open-journal-of-pediatrics-and-child-health/home,2455-3492,Peertechz Publications,2022-08-12
Journal of Addiction Medicine and Therapeutic Science,https://www.peertechzpublications.com/journals/journal-of-vaccines-and-immunology/home,2455-3484,Peertechz Publications,2022-08-12
Global Journal of Anesthesiology,https://www.peertechzpublications.com/journals/global-journal-of-allergy/home,2455-3476,Peertechz Publications,2022-08-12
Journal of Cardiovascular Medicine and Cardiology,https://www.peertechzpublications.com/journals/journal-of-novel-physiotherapy-and-physical-rehabilitation/home,2455-2976,Peertechz Publications,2022-08-12
Journal of Surgery and Surgical Research,https://www.peertechzpublications.com/journals/archives-of-community-medicine-and-public-health/home,2455-2968,Peertechz Publications,2022-08-12
Archives of Clinical Gastroenterology,https://www.peertechzpublications.com/journals/archives-of-depression-and-anxiety/home,2455-2283,Peertechz Publications,2022-08-12
Archives of Otolaryngology and Rhinology,https://www.peertechzpublications.com/journals/international-journal-of-vascular-surgery-and-medicine/home,2455-1759,Peertechz Publications,2022-08-12
Journal of Clinical Research and Ophthalmology,https://www.peertechzpublications.com/journals/journal-of-addiction-medicine-and-therapeutic-science/home,2455-1414,Peertechz Publications,2022-08-12
Journal of Dental Problems and Solutions,https://www.peertechzpublications.com/journals/global-journal-of-anesthesiology/home,2394-8418,Peertechz Publications,2022-08-12
Open Journal of Hepatology,https://www.peertechzpublications.com/journals/journal-of-cardiovascular-medicine-and-cardiology/home,NA,Peertechz Publications,2022-08-12
Archive of Biochemistry,https://www.peertechzpublications.com/journals/open-journal-of-hepatology/home,NA,Peertechz Publications,2022-08-12
Open Journal of Bioinformatics and Biostatistics,https://www.peertechzpublications.com/journals/journal-of-tobacco-stimulated-diseases/home,NA,Peertechz Publications,2022-08-12
Open Journal of Cell and Protein Science,https://www.peertechzpublications.com/journals/open-journal-of-pharmacology-and-pharmacotherapeutics/home,NA,Peertechz Publications,2022-08-12
Annals of Robotics and Automation,https://www.peertechzpublications.com/journals/international-journal-of-pharmaceutical-sciences-and-developmental-research/home,NA,Peertechz Publications,2022-08-12
Journal of Tobacco Stimulated Diseases,https://www.peertechzpublications.com/journals/annals-of-mathematics-and-physics/home,NA,Peertechz Publications,2022-08-12
