journal,url,issn,publisher,date
Journal of Bacteriology & Mycology: Open Access (JBMOA),https://medcraveonline.com/JBMOA,2469 - 2786,Medcrave,2022-08-12
Journal of Cardiology & Current Research (JCCR),https://medcraveonline.com/JCCR,2373-4396,Medcrave,2022-08-12
Journal of Cancer Prevention & Current Research (JCPCR),https://medcraveonline.com/JCPCR,2373-633X,Medcrave,2022-08-12
Journal of Dermatology & Cosmetology (JDC),https://medcraveonline.com/JDC,2574-9943,Medcrave,2022-08-12
"Journal of Dental Health, Oral Disorders & Therapy (JDHODT)",https://medcraveonline.com/JDHODT,2373-4345,Medcrave,2022-08-12
"Journal of Diabetes, Metabolic Disorders & Control (JDMDC)",https://medcraveonline.com/JDMDC,2374-6947,Medcrave,2022-08-12
"Journal of Dairy, Veterinary & Animal Research (JDVAR)",https://medcraveonline.com/JDVAR,2377-4312,Medcrave,2022-08-12
Journal of Historical Archaeology & Anthropological Sciences (JHAAS),https://medcraveonline.com/JHAAS,2573-2897,Medcrave,2022-08-12
Journal of Human Virology & Retrovirology (JHVRV),https://medcraveonline.com/JHVRV,2373-6453,Medcrave,2022-08-12
Journal of Investigative Genomics (JIG),https://medcraveonline.com/JIG,2373-4469,Medcrave,2022-08-12
"Journal of Lung, Pulmonary & Respiratory Research (JLPRR)",https://medcraveonline.com/JLPRR,2376-0060,Medcrave,2022-08-12
"Journal of Liver Research, Disorders & Therapy (JLRDT)",https://medcraveonline.com/JLRDT,2471-1381,Medcrave,2022-08-12
Journal of Microbiology & Experimentation (JMEN),https://medcraveonline.com/JMEN,2373-437X,Medcrave,2022-08-12
Journal of Nutritional Health & Food Engineering (JNHFE),https://medcraveonline.com/JNHFE,2373-4310,Medcrave,2022-08-12
Journal of Nanomedicine Research (JNMR),https://medcraveonline.com/JNMR,2377-4282,Medcrave,2022-08-12
Journal of Neurology & Stroke (JNSK),https://medcraveonline.com/JNSK,2373-6410,Medcrave,2022-08-12
Journal of Otolaryngology-ENT Research (JOENTR),https://medcraveonline.com/JOENTR,2379-6359,Medcrave,2022-08-12
Journal of Psychology & Clinical Psychiatry (JPCPY),https://medcraveonline.com/JPCPY,2373-6445,Medcrave,2022-08-12
Journal of Pediatrics & Neonatal Care (JPNC),https://medcraveonline.com/JPNC,2373-4426,Medcrave,2022-08-12
Journal of Stem Cell Research & Therapeutics (JSRT),https://medcraveonline.com/JSRT,2475-5540,Medcrave,2022-08-12
Journal of Textile Engineering & Fashion Technology (JTEFT),https://medcraveonline.com/JTEFT,2574-8114,Medcrave,2022-08-12
MOJ Applied Bionics and Biomechanics (MOJABB),https://medcraveonline.com/MOJABB,2576-4519,Medcrave,2022-08-12
MOJ Addiction Medicine & Therapy (MOJAMT),https://medcraveonline.com/MOJAMT,2573-2935,Medcrave,2022-08-12
MOJ Anatomy & Physiology (MOJAP),https://medcraveonline.com/MOJAP,2471-139X,Medcrave,2022-08-12
MOJ Bioequivalence & Bioavailability (MOJBB),https://medcraveonline.com/MOJBB,2573-2951,Medcrave,2022-08-12
MOJ Biology and Medicine (MOJBM),https://medcraveonline.com/MOJBM,2574-9722,Medcrave,2022-08-12
MOJ Bioorganic & Organic Chemistry (MOJBOC),https://medcraveonline.com/MOJBOC,2574-819X,Medcrave,2022-08-12
MOJ Civil Engineering (MOJCE),https://medcraveonline.com/MOJCE,2572-8520,Medcrave,2022-08-12
MOJ Clinical & Medical Case Reports (MOJCR),https://medcraveonline.com/MOJCR,2381-179X,Medcrave,2022-08-12
MOJ Current Research & Reviews (MOJCRR),https://medcraveonline.com/MOJCRR,2641-9297,Medcrave,2022-08-12
MOJ Cell Science & Report (MOJCSR),https://medcraveonline.com/MOJCSR,2374-6912,Medcrave,2022-08-12
MOJ Drug Design Development & Therapy (MOJDDT),https://medcraveonline.com/MOJDDT,2575-9094,Medcrave,2022-08-12
MOJ Ecology & Environmental Sciences (MOJES),https://medcraveonline.com/MOJES,2573-2919,Medcrave,2022-08-12
MOJ Food Processing & Technology (MOJFPT),https://medcraveonline.com/MOJFPT,2381-182X,Medcrave,2022-08-12
MOJ Gerontology & Geriatrics (MOJGG),https://medcraveonline.com/MOJGG,2574-8130,Medcrave,2022-08-12
MOJ Immunology (MOJI),https://medcraveonline.com/MOJI,2373-4442,Medcrave,2022-08-12
MOJ Orthopedics & Rheumatology (MOJOR),https://medcraveonline.com/MOJOR,2374-6939,Medcrave,2022-08-12
MOJ Proteomics & Bioinformatics (MOJPB),https://medcraveonline.com/MOJPB,2374-6920,Medcrave,2022-08-12
MOJ Public Health (MOJPH),https://medcraveonline.com/MOJPH,2379-6383,Medcrave,2022-08-12
MOJ Polymer Science (MOJPS),https://medcraveonline.com/MOJPS,2574-9773,Medcrave,2022-08-12
MOJ Surgery (MOJS),https://medcraveonline.com/MOJS,2379-6162,Medcrave,2022-08-12
MOJ Sports Medicine (MOJSM),https://medcraveonline.com/MOJSM,2574-9935,Medcrave,2022-08-12
MOJ Solar and Photoenergy Systems (MOJSP),https://medcraveonline.com/MOJSP,2577-8374,Medcrave,2022-08-12
MOJ Toxicology (MOJT),https://medcraveonline.com/MOJT,2379-6294,Medcrave,2022-08-12
MOJ Tumor Research (MOJTR),https://medcraveonline.com/MOJTR,2641-9300,Medcrave,2022-08-12
MOJ Women?s Health (MOJWH),https://medcraveonline.com/MOJWH,2475-5494,Medcrave,2022-08-12
MOJ Yoga & Physical Therapy (MOJYPT),https://medcraveonline.com/MOJYPT,2573-2927,Medcrave,2022-08-12
Material Science & Engineering International Journal (MSEIJ),https://medcraveonline.com/MSEIJ,2574-9927,Medcrave,2022-08-12
Nursing & Care Open Access Journal (NCOAJ),https://medcraveonline.com/NCOAJ,2572-8474,Medcrave,2022-08-12
Open Access Journal of Mathematical and Theoretical Physics (OAJMTP),https://medcraveonline.com/OAJMTP,2641-9335,Medcrave,2022-08-12
Open Access Journal of Science (OAJS),https://medcraveonline.com/OAJS,2575-9086,Medcrave,2022-08-12
Open Access Journal of Translational Medicine & Research (OAJTMR),https://medcraveonline.com/OAJTMR,2576-4578,Medcrave,2022-08-12
Obstetrics & Gynecology International Journal (OGIJ),https://medcraveonline.com/OGIJ,2377-4304,Medcrave,2022-08-12
Physics & Astronomy International Journal (PAIJ),https://medcraveonline.com/PAIJ,2576-4543,Medcrave,2022-08-12
Pharmacy & Pharmacology International Journal (PPIJ),https://medcraveonline.com/PPIJ,2379-6367,Medcrave,2022-08-12
Sociology International Journal (SIJ),https://medcraveonline.com/SIJ,2576-4470,Medcrave,2022-08-12
Sleep Medicine and Disorders: International Journal (SMDIJ),https://medcraveonline.com/SMDIJ,2577-8285,Medcrave,2022-08-12
Urology & Nephrology Open Access Journal (UNOAJ),https://medcraveonline.com/UNOAJ,2378-3176,Medcrave,2022-08-12
