"doaj_publishers","Freq"
"Novus ",1
"Novikoff A.V., State Natural History Museum NAS of Ukraine",1
"NOVA",1
"Noufissa EL MOUJADDIDI",1
"Notyreg Hispania, SL",1
"Notograf Prim",1
"Norwegian University of Science and Technology, Museum of Natural History and Archaeology, Trondheim",1
"Norwegian University of Science and Technology Library",1
"Norwegian University of Science and Technology (NTNU)",1
"Norwegian University of Science and Technology",1
"Norwegian Society of Automatic Control",1
"Norwegian Physiotherapist Association",1
"Northwest University",1
"Northern Research Forum",1
"Northern Arizona University",1
"Northern Arctic Federal University",1
"North Carolina State University, Moise A. Khayrallah Center for Lebanese Diaspora Studies",1
"North Carolina Sociological Association",1
"North Carolina Library Association",1
"North-West University",1
"North-West Institute of Management, Branch of Russian Presidential Academy of National Economy and Public Administration (RANEPA)",1
"North-West institute of management of the Russian Presidential Academy of National Economy and Public Administration ",1
"North-West  University",1
"North-Eastern Federal University",1
"Norske Dansekunstnere",1
"Norsk Mediehistorisk Forening",1
"Norsk Forening for Epidemiologi",1
"Norsk arkeologisk selskap",1
"Nordregio ",1
"Nordiskt Forum för Forskning och Utvecklingsarbete inom Utbildning i Slöjd (NordFo)",1
"Nordicom",1
"Nordic Wittgenstein Society",1
"Nordic Journal of Science and Technology Studies",1
"Nordic Africa Research Network",1
"Nonpartisan Education Group",1
"Non-profit partnership for development of domestic photodynamic therapy and photodiagnosis ""Russian Photodynamic Association""",1
"Nomads.usp",1
"Nobel Science and Research Center ",1
"Nobel Medical College Teaching Hospital",1
"NKP Salve Institute of Medical Sciences & Research Center and Lata Mangeshkar Hospital",1
"NJSC Institute of Cardiology Technics «INCART», Saint-Petersburg",1
"NISC and Taylor & Francis Group",1
"Nipissing University",1
"Nineteenth-Century Gender Studies",1
"Nilay ÖZSAVAS ULUÇAY",1
"Nigerian Society of Physical Sciences",1
"Nigde Ömer Halisdemir University",1
"Nicolaus Copernicus University in Torun, Poland - University Sports Center",1
"Nicolaus Copernicus University",1
"Nicolaus Copernicus Public Provincial Library in Torun and Institute of History and Archival Science, Nicolaus Copernicus University in Torun",1
"Nicolas Turenne",1
"Nicolae Titulescu University Publishing House",1
"Nicolae Titulescu University",1
"Nickan Research Institute ",1
"Nickan Research Institute",1
"Neyshabur University of Medical Sciences",1
"Newcastle University",1
"New Zealand Mathematical Society & University of Auckland",1
"New York City College of Technology",1
"New School University",1
"New Proposals Publishing Society",1
"New Mexico State University",1
"New Classicists",1
"New Century Science Press LLC",1
"New Bulgarian University",1
"Nevsehir Haci Bektas Veli Üniversitesi",1
"Network for the Veterinarians of Bangladesh",1
"Network Design Lab",1
"Netcom Association",1
"NESON",1
"Nepalese Army Institute of Health Sciences",1
"Nepal Studies Association",1
"Nepal Society of Obstetricians and Gynaecologists",1
"Nepal Paediatric Society",1
"Nepal Ophthalmic Society",1
"Nepal Medical Association",1
"Nepal Agricultural Research Council",1
"Neogeography Group",1
"Nelson Mandela Metropolitan University",1
"Necmettin Erbakan Üniversitesi",1
"NDSAN (MFC-Coordinator of NDSAN)",1
"Naval Postgraduate School",1
"Naval Academy Press",1
"Naucno društvo agrarnih ekonomista Balkana, Beograd; Institut za ekonomiku poljoprivrede, Beograd i Akademija ekonomskih nauka, Bukurešt",1
"Naucno-innovacionnyj Centr",1
"Natural and Engineering Sciences",1
"National University of Science and Technology MISiS",1
"National University of Political Studies and Public Administration (SNSPA), College of Communication and Public Relations, Bucharest",1
"National University of Political Studies and Public Administration",1
"National University of Political Science and Public Administration, Bucharest",1
"National University of Physical Education and Sport of Ukraine",1
"National University of Pharmacy (Kharkiv, Ukraine)",1
"National University of Mongolia",1
"National University of Life and Environmental Sciences of Ukraine ",1
"National university of food technologies",1
"National University Odessa Law Academy",1
"National Technical University of Ukraine «Kyiv Polytechnical Institute»",1
"National Technical University of Ukraine “Kyiv Polytechnic Institute”",1
"National Technical University of Ukraine “Igor Sikorsky Kyiv Polytechnic Institute”",1
"National Taipei University of  Education",1
"National Sun Yat-sen University",1
"National Scientific Medical Research Center",1
"National Rural Education Association",1
"National Research University Higher School of Economics (HSE)",1
"National Research Nuclear University (MEPhI)",1
"National Research Mordovia State University",1
"National R&D Institute URBAN-INCERC, INCERC Bucharest Branch",1
"National Numeracy Network",1
"National Museum of History of Moldova",1
"National Marine Fisheries Service",1
"National Iranian Oil Company (NIOC) Health Organization",1
"National Institute of Public Health - National Institute of Hygiene",1
"National Institute of Polar Research",1
"National Institute of Justice ",1
"National Institute for Economic Research",1
"National Institute for Aerospace Research “Elie Carafoli” - INCAS",1
"National Hellenic Research Foundation",1
"National Electronic Information Consortium (NEICON)",1
"National Defense University Barbaros Naval Sciences and Engineering Institute Journal of Naval Science and Engineering",1
"National Defence University of Ukraine named after Ivan Cherniakhovsky",1
"National Council of Less Commonly Taught Languages",1
"National Council for Scientific Research-Lebanon",1
"National Computer System Engineering Research Institute of China",1
"National Chiao Tung University",1
"National Chengchi University",1
"National Changhua University of Education",1
"National Centre of Excellence in Analytical Chemsitry",1
"National Centre for Policy and Evaluation in Education",1
"National Center for the Study of Collective Bargaining in Higher Education and the Professions",1
"National Center for Online Learning Research",1
"National Bank of Ukraine",1
"National Aviation University ",1
"National Association of Social Workers",1
"National Association for Clean Air",1
"National Academy of Statistics, Accounting and Audit",1
"National Academy of Sciences of Ukraine. Physico- Technological Institute of Metals and Alloys",1
"National Academy of Sciences of Ukraine. Institute of Semi conductor physics. ",1
"National Academy of Sciences of Ukraine. Institute of Archaeology",1
"National Academy of Sciences of Ukraine, Institute of Radio Astronomy",1
"National Academy of Sciences of Ukraine, Institute of Environmental Geochemistry",1
"National Academy of Sciences of Ukraine, G. V. Kurdyumov Institute for Metal Physics",1
"National Academy of Science of Ukraine",1
"National Academy of Educational Sciences, Institute for Social and Political Psychology",1
"National Academy of Educational Sciences of Ukraine",1
"Natascha Drubek",1
"NAS of Ukraine, M.M. Gryshko National Botanical Garden ",1
"Nanzan University",1
"Nanzan Institute for Religion and Culture, Nagoya",1
"Nanyang Technological University, Singapore",1
"Nanoscience and Nanotechnology Research Center, University of Kashan",1
"Nandan Nawn",1
"Naklada Medijska istraživanja",1
"Najafabad Branch, Islamic Azad University",1
"Naitonal Taiwan Normal University",1
"Naif University Publishing House",1
"Naberezhnye Chelny State Pedagogical University ",1
"N/A",1
"N.V. Sklifosovsky Research Institute for Emergency Medicine of Moscow Healthcare Department",1
"N.I. Vavilov All-Russian Institute of Plant Genetic Resources",1
"MYU",1
"Mykolayiv National Agrarian University",1
"Muzeul Municipal ”Ioan Raica” Sebe<U+0219> ",1
"Mustansiriyah University/College of Engineering",1
"Mustafa Özmusul",1
"Mustafa Kemal University",1
"Mustafa AYDIN",1
"Museu Paraense Emílio Goeldi",1
"Museu Integrado de Roraima",1
"Museu de Biologia Mello Leitão",1
"Museo Nacional de Historia Natural ""Prof. Eugenio de Jesús Marcano""",1
"Museo de Farmacobotánica ""Juan A. Domínguez""",1
"Museo de Antropologia",1
"Museo Argentino de Ciencias Naturales Bernardino Rivadavia e Instituto Nacional de Investigación de las Ciencias Naturales",1
"MUS",1
"Murmansk State Technical University",1
"Multi-Science Publishing",1
"MULPress",1
"Muhasebe ve Finans Incelemeleri Dergisi",1
"Muhammadiyah University Press ",1
"Muhammadiyah University of Sidoarjo",1
"Mugla Sitki Koçman Üniversitesi",1
"MSH Paris Nord",1
"Mouloud Mammeri University of Tizi-Ouzou",1
"Motif Foundation",1
"Mosul University",1
"Moscow State University, Faculty of Economics",1
"Moscow State University of Education",1
"Moscow State Technical University of Civil Aviation ",1
"Moscow Region State University",1
"Moscow Engineering Physics Institute ",1
"Mordon Bt.",1
"Moravian University College Olomouc",1
"Montreal Monstrum Society",1
"Monti &Taft s.r.l.",1
"Montenegrin Sports Academy and Faculty for Sport and Physical Education",1
"Montenegrin Sports Academy",1
"MONIKI",1
"Mongolian National University of Medical Sciences",1
"Mondadori",1
"Momentum - Verein für kritische Wissenschaft",1
"Molecular Vision",1
"Moldova State Agrarian University",1
"Mokpo National University",1
"Mofid University",1
"MLS Journals S.L.",1
"Mizoram University",1
"Mississippi State University",1
"Mirton Publishing House, Timisoara",1
"Mirror of Research in Veterinary Sciences and Animals (MRVSA) ",1
"Miroslav Krleža Institute of Lexicography ",1
"MIR Center Press ",1
"MIR Center for Socio-Economic Research",1
"Ministry of Justice of the Russian Federation, Russian Federal Centre of Forensic Science ",1
"Ministry of Justice (Poland)",1
"Ministry of Healthcare of the Russian Federation. “Kuban State Medical University”",1
"Ministry of Health of Ukraine. Dnipropetrovsk Medical Academy ",1
"Ministry of Health of the Russian Federation. Federal State Budgetary Institution «Scientific Centre for Expert Evaluation of Medicinal Products» ",1
"Ministry of Health of the Russian Federation, All-Russian Centre for Disaster Medicine «Zashchita»",1
"Ministry of Environment and Forestry",1
"Ministry of Education of Azerbaijan",1
"Ministry of Defence of the Czech Republic",1
"Ministry of Communication and Information Technology, R and D Center for Post and ICT Resources and Equipments",1
"Ministerio Público de Honduras",1
"Ministerio de Sanidad y Consumo",1
"Ministerio de Salud Pública y Bienestar Social",1
"Ministerio de Salud",1
"Ministerio de Finanzas y Precios de Cuba",1
"Ministerio de Educación, Dirección General de Educación Superior",1
"Ministério da Saúde do Brasil",1
"Ministère de la Culture et de la Communication",1
"Ministère de la culture",1
"Minin Nizhny Novgorod State Pedagogical University ",1
"Military University of Technology, Warsaw, Poland",1
"Military University of Land Forces",1
"Military Technical Institute, Belgrade",1
"Military Health Department, Ministry of Defance, Serbia",1
"Midwest Public Affairs Conference",1
"MIDEM Society - Society for Microelectronics, Electronic Components and Materials",1
"Middle East Documentation Center (MEDOC), University of Chicago",1
"Middle Atlantic Council of Latin American Studies",1
"Mid Sweden University",1
"MI-AN Publishing",1
"Métropoles",1
"Meteo Romania (National Meteorological Administration)",1
"Metaichmio Publications",1
"meta-carto-semiotics",1
"mestrado acadêmico de História da UECE",1
"Mersin University School of Medicine",1
"Mercy College School of Business",1
"Mercy College",1
"Mercu Buana University, Jakarta",1
"Mendel University, Brno",1
"Mendel University Press",1
"Menabo",1
"Mehran University of Engineering and Technology",1
"Mehmet KURUDAYIOGLU",1
"Mehmet Akif Ersoy Universitesi",1
"Mega Publishing House ",1
"Meena Singhal & John I. Liontas",1
"Medwave Estudios Limitada",1
"Medrang ",1
"MedPharm Publications",1
"Medpharm Publications",1
"Mediterranea Associazione no profit",1
"Medigent Foundation",1
"MedienPädagogik",1
"Medicinsko društvo za racionalnu terapiju Republike Srbije",1
"Medicinski fakultet Priština, Društvo lekara Kosova i Metohije Srpskog lekarskog društva",1
"Medicinski fakultet i Klinika za stomatologiju, Niš",1
"Medicinska naklada, Zagreb",1
"Medical University Publishing House Craiova",1
"Medical Society of the Republic of Srpska, Banja Luka, University of Banja Luka. Faculty of Medicine",1
"Medical Network",1
"Medical Association of Zenica-Doboj Canton",1
"Medical and Surgical Research Journals Group",1
"Medical and Dental Consultants Association of Nigeria, OOUTH Sagamu ",1
"Mediamusic, LLC",1
"Mechnikov Institute of Microbiology and immunology",1
"McMaster University Library Press",1
"Mazandaran University of Medical Sciences and Health Services",1
"Maynooth Academic Publishing",1
"Maykop State Technological University",1
"Max Planck Institute for European Legal History",1
"Max Planck Institute for Demographic Research",1
"Max-Planck-Institut für Wissenschaftsgeschichte",1
"Mavera, Edições Científicas e Técnicas Ltda",1
"Mattimar OÜ and Berliner Wissenschafts-Verlag GmbH",1
"Matica srpska",1
"Matej Bel University, Department of Geography and Geology",1
"Matej Bel University, Department of Environmental Management ",1
"Master Program of History, Department of History, Faculty of Humanities, Diponegoro University",1
"Master Program in Economics, Graduate Program of Universitas Jambi",1
"MASTER PRO Ingegneri Associati",1
"Master of Political Science Program, Department of Politics and Governance, Faculty of Social and Political Science, Diponegoro University,",1
"Massey University, New Zealand",1
"Massage Therapy Foundation",1
"Mason Publishing",1
"Mashhad university of medical Sciences",1
"Masarykova Universita",1
"Masaryk University, Faculty of Social Studies",1
"Masaryk University, Brno",1
"Masaryk University ",1
"Marshall University",1
"Marp Edizioni",1
"Marketing Libraries Journal",1
"Market Research and Consumer Protection Center",1
"Marinha do Brasil, Escola de Guerra Naval",1
"Marine Geological Institute of Indonesia",1
"Maria Lúcia Ribeiro,",1
"Maria Curie-Sklodowska University, Lublin, Poland",1
"Mardin Artuklu University",1
"marcoELE",1
"Marco Antonio Leandro Barzano ",1
"Marcílio Alves",1
"Marcial Pons",1
"Manipal College of Medical Sciences, Pokhara",1
"Malaysian Tribology Society",1
"Malaysian Society of Animal Production",1
"Malaysian Society for Microbiology",1
"Malaysian Public Health Specialists Association",1
"Malaysia Technical Scientist Association",1
"Makhdoomi Printers",1
"Majelis Tarjih dan Tajdid Pimpinan Pusat Muhammadiyah",1
"Maison des Science de l'Homme",1
"Maison de la Recherche en Sciences Humaines",1
"Main Library of Pedagogical University of Cracow",1
"Main Board of Association of Polish Surveyors",1
"Maheswari Publishers",1
"Mahasarakham University",1
"Magister Pendidikan Bahasa dan Sastra Indonesia, Universitas Mulawarman",1
"Magister Hukum Universitas Semarang",1
"Magdi Yacoub Institute",1
"Magdeburger Verein für Technische Mechanik e.V.",1
"Magazine House of Cancer Research on Prevention and Treatment",1
"Maejo University",1
"Mae Fah Luang University",1
"MADE - Mestrado em Administração e Desenvolvimento Empresarial",1
"Macedonian Academy of Sciences and Arts ",1
"M.V. Lomonosov Moscow State University",1
"M.G.Kholodny Institute of Botany",1
"Luxembourg Centre for Contemporary and Digital History (C2DH)",1
"Lund University Library",1
"Lumbini Medical College",1
"LUMA Centre Finland",1
"Luigi Pellegrini Editore",1
"Lucian Blaga University of Sibiu",1
"LUCHEVAYA DIAGNOSTIKA, LLC",1
"Luca RAMACCI",1
"Lúa Ediciones ",1
"Ltd. “The National Academy of Pediatric Science and Innovation”",1
"Ltd. ""Humanities Perspectives""",1
"LTD “Pro Format”",1
"LSE Press",1
"LPPM, Universitas Lampung",1
"LPPM Universitas Sang Bumi Ruwa Jurai",1
"LPPM Universitas Potensi Utama",1
"LPPM Universitas PGRI Semarang",1
"LPPM Universitas Pendidikan Mandalika",1
"LPPM Universitas Pahlawan Tuanku Tambusai",1
"lppm Universitas Negeri Jakarta",1
"LPPM Universitas Merdeka Surabaya ",1
"LPPM Universitas Katolik Parahyangan",1
"LPPM Universitas Islam Malang",1
"LPPM Universitas Ibn Khaldun Bogor",1
"LPPM UIN Sultan Syarif Kasim Riau",1
"lppm stie aas surakarta",1
"LPPM of Narotama University Surabaya",1
"LPPM Narotama University",1
"LPPM Institut Teknologi Telkom Purwokerto",1
"LPPM IAIN Purwokerto",1
"LP3M Sekolah Tinggi Agama Islam Ngawi",1
"LP2M Insuri Ponorogo",1
"LP2M IAIN Samarinda",1
"LP2M IAIN Palopo",1
"LP2M IAIN Palangka Raya",1
"LP2M IAIN Bukittinggi",1
"LP2M IAIN Ambon",1
"LP2M",1
"Loyola Marymount University",1
"Lorestan University of Medical Sciences",1
"Lorestan University of Medical Science",1
"Lorem Ipsum Press",1
"London Academic Publishing",1
"Lomonosov Moscow State University. Faculty of Journalism",1
"Logos Medical Publishing",1
"Logical Methods in Computer Science e.V. ",1
"Local Environmental Research Center ",1
"LnuOpen",1
"LLC V.Em Publishing ",1
"LLC Sibecocenter",1
"LLC Production and Commercial Company «FAVOR, LTD»",1
"LLC Center of Pharmaceutical Analytics (LLC «CPHA»)",1
"LLC Center for Information and Legal Support for the Development of the Arctic",1
"LLC «Publishing House «Statut»",1
"LLC ""Diagnostics and Vaccines""",1
"Ljubljana University Press, Faculty of Arts (Znanstvena založba Filozofske fakultete Univerze v Ljubljani)",1
"Ljubljana University Press",1
"Liverpool University Press",1
"Liverpool John Moores University",1
"Lithuanian Research Centre for Agriculture and Forestry",1
"Literati",1
"Literacy Trek",1
"Literacy Institute",1
"Litbang Pemas Universitas Islam Lamongan",1
"LIS Press",1
"LINK Centre, School of Literature Language and Media (SLLM)",1
"Lindenwood University",1
"Lincoln University",1
"Linceu Editorial",1
"Limited Liability Company Scientific Industrial Enterprise “Genesis. Frontier. Science” ",1
"Limited Liability Company Scientific Industrial Enterprise “Genesis. Frontier. Science”",1
"Limited liability company “Scientific and Educational Initiative”",1
"Lillehammer University College",1
"Light House Polyclinic Mangalore ",1
"Liga-Inform ltd.",1
"Life Sciences Society of Pakistan",1
"Life Science Alliance LLC",1
"Lietuvos statistiku sajunga, Lietuvos statistikos departamentas",1
"Liceu Literário Português",1
"Library of the University of Heidelberg",1
"Library Association of the City University of New York",1
"Library & Knowledge Services and Nursing & Health Sciences Research Departments",1
"Library & Information Center, University of Patras",1
"Liaquat University of Medical and Health Sciences",1
"Lewis & Clark Graduate School of Education and Counseling",1
"Level Up Business Center",1
"Les Éditions de la Maison des Sciences de l’Homme",1
"Les éditions de la Maison des sciences de l’Homme",1
"Leonardo Daniel Ploper",1
"Lembaga Pengembangan Publikasi Ilmiah (LPPI) Universitas Muhammadiyah Malang ",1
"Lembaga Penerbit Fakultas Ekonomi dan Bisnis (LPFEB)",1
"Lembaga Penelitian Universitas Indraprasta PGRI",1
"Lembaga Penelitian dan Pengabdian Masyarakat (LP2M)",1
"Lembaga Penelitian dan Pengabdian kepada Masyarakat STAI Al Khairat",1
"Lembaga Penelitian dan Pengabdian kepada Masyarakat",1
"Lembaga Penelitian dan Pemberdayaan Masyarakat (LITPAM)",1
"Lembaga Pendidikan Profesional Cendekia Hotel and Business School",1
"Lembaga Pendidikan Islam Ma'aarif NU Kabupaten Magetan",1
"Lembaga Pendidikan dan Tenaga Kependidikan (Center for Teacher Training) Faculty of Tarbiyah and Teacher Training Universitas Islam Negeri Alauddin Makassar in collaboration with Lecturer Consortium of Tarbiyah and Teacher Training",1
"Lembaga Ilmu Pengetahuan Indonesia",1
"Leiden University Press (LUP)",1
"Lectito Journals",1
"Lectio Press",1
"Lean Construction Institute",1
"LCC «Medicine-Inform»",1
"Lazarski University Publishing House",1
"Lázaro, C. and Rodrigues, T.",1
"Law Faculty Merdeka University Surabaya",1
"Law Faculty Doctor of Law Study Program  Universitas 17 Agustus 1945 Surabaya",1
"Laureate Education Inc",1
"Latin American Studies Association",1
"Lasting Impressions Press",1
"Language Teaching and Educational Research",1
"Language Center of Islamic Institute of Uluwiyah, Mojokerto",1
"Language Art",1
"Language and Literacy Researchers of Canada",1
"Lancaster University",1
"Lambung Mangkurat University Press",1
"Lakehead University",1
"Laimburg Research Centre",1
"Læreruddannelsens Ledernetværk (LLN)",1
"Labrys",1
"Labour Law Association",1
"Laborde Editor",1
"Laboratory of Organic Materials",1
"Laboratory of Environmental Engineering Badji Mokhtar - Annaba University",1
"Laboratory of Complex Mapping, Faculty of Geography, MSU ",1
"Laboratorium Rekayasa Sosial, Jurusan Sosiologi, FISIP Universitas Bangka Belitung",1
"Laboratorium Pendidikan Agama Islam UIN Sunan Gunung Djati",1
"Laboratorium Administrasi Publik FISIP Universitas Andalas ",1
"Laboratorio Tecnológico del Uruguay ",1
"Laboratório Interdisciplinar sobre Informação e Conhecimento (LIINC)",1
"Laboratorio di Gruppoanalisi",1
"Laboratório de Políticas Públicas, Ruralidades e Desenvolvimento Territorial – LaPPRuDes",1
"Laboratório de Estudos do Trabalho e Qualificação Profissional - LABOR",1
"Laboratoire Interdisciplinaire Récits Cultures Et Sociétés",1
"Laboratoire Experice",1
"Laboratoire Éco-anthropologie et Ethnobiologie",1
"Laboratoire de Recherche Historique Rhône-Alpes (LARHRA UMR 5190)",1
"Laboratoire d’Etudes et de Recherches sur le Monde Anglophone (LERMA)",1
"Laboratoire d'Ethnologie et de Sociologie Comparative",1
"laboratoire d'analyse du discours",1
"Labor Dynamics Institute",1
"La Trobe University",1
"La Ponte-Ecomuséu",1
"La Nouvelle Revue du Travail",1
"L’Harmattan",1
"L.N. Gumilyov Eurasian National University",1
"Kyrgyz Turkish Manas University",1
"Kyiv National University of Construction and Architecture",1
"Kyiv National Linguistic University",1
"Kyiv National Economic University named after Vadym Hetman",1
"Kuwait University",1
"Kurdistan University of Medical Scienses",1
"Kuratorium für Technik und Bauwesen in der Landwirtschaft e. V.",1
"Kuras Institute",1
"Kura Publishing",1
"Kulturní studia",1
"KulTour.pl - Organizator Turystyki Kulturowej i Edukacyjnej",1
"KU Leuven",1
"Krylov State Research Centre",1
"Krupanidhi College of Pharmacy",1
"KROS Publications",1
"Krishna Institute of Medical Sciences University",1
"Krause & Pachernegg GMBH",1
"Krause & Pachernegg GmbH",1
"Krasovskii Institute of Mathematics and Mechanics of the Ural Branch of the Russian Academy of Sciences and Ural Federal University named after the first President of Russia B.N.Yeltsin. ",1
"Korean Urological Association",1
"Korean Stroke Society",1
"Korean Spine Society",1
"Korean Spinal Neurosurgery Society",1
"Korean Space Science Society (KSSS)",1
"Korean Society of Women Health Nursing",1
"Korean Society of Veterinary Science",1
"Korean Society of Ultrasound in Medicine",1
"Korean Society of Traumatology",1
"Korean Society of Systematic Zoology",1
"Korean Society of Stress Medicine",1
"Korean Society of Sleep Medicine",1
"Korean Society of Plastic and Reconstructive Surgeons",1
"Korean Society of Pediatric Endocrinology",1
"Korean Society of Pathologists & the Korean Society for Cytopathology",1
"Korean Society of Otorhinolaryngology-Head and Neck Surgery",1
"Korean Society of Obstetrics and Gynecology",1
"Korean Society of Neonatology",1
"Korean Society of Medical Education",1
"Korean Society of Interventional Neuroradiology",1
"Korean Society of Exercise Rehabilitation",1
"Korean Society of Epidemiology  ",1
"Korean Society of Environmental Helath and Toxicology",1
"Korean Society of Environmental Engineers",1
"Korean Society of Dental Hygiene",1
"Korean Society of Clinical Microbiology",1
"Korean Society of Animal Sciences and Technology",1
"Korean Society of Anesthesiologists",1
"Korean Society for Transplantation",1
"Korean Society for Thoracic and Cardiovascular Surgery",1
"Korean Society for the Study of Obesity",1
"Korean Society for the History of Medicine",1
"Korean Society for Sexual Medicine and Andrology",1
"Korean Society for Preventive Medicine",1
"Korean Society for Mass Spectrometry",1
"Korean Society for Biochemistry and Molecular Biology",1
"Korean Society for Aesthetic Plastic Surgery",1
"Korean Shoulder and Elbow Society",1
"Korean Rhinologic Society",1
"Korean Radioactive Waste Society",1
"Korean Pharmacopuncture Institute",1
"Korean Pediatric Society",1
"Korean Orthopaedic Association",1
"Korean Movement Disorders Society",1
"Korean Medical Association ",1
"Korean Distribution Science Association",1
"Korean Diabetes Association",1
"Korean Council of Science Editors ",1
"Korean Continence Society",1
"Korean Child Neurology Society",1
"Korean Association of Child Studies",1
"Korean Association for the Study of the Liver",1
"Korean Association for the Study of Intestinal Diseases",1
"Korean Academy of Rehabilitation Medicine",1
"Korean Academy of Conservative Dentistry",1
"Korean Academy of Child Health Nursing",1
"Korea University, Center for Korean History",1
"Korea Institute of Science and Technology Information",1
"Korea Institute for International Economic Policy",1
"Korea Health Insurance Licensing Examination Institute",1
"Korea Geriatrics Society",1
"Korea Genome Organization",1
"Korea Development Institute",1
"Korea Contents Associaition",1
"Korea Centers for Disease Control & Prevention",1
"Konya Technical University Faculty of Architecture and Design",1
"Konsorsium Psikologi Ilmiah Nusantara",1
"Konkoly Observatory",1
"Komunitas Ilmuwan dan Profesional Muslim Indonesia",1
"Komsomolsk-na-Amure State Technical University",1
"Kocaeli University",1
"Koc University, Vehbi Koc Ankara Studies Research Center (VEKAM)",1
"Knowledge Expanding Co. of Urmia",1
"Knowledge and business",1
"KNOB",1
"KMK Scientific Press Ltd.",1
"Klaipeda University",1
"KIT Scientific Publishing",1
"Kirkuk University",1
"Kirklareli University",1
"Kirkelig Pedagogisk Senter (IKO)",1
"Kinnaird College for Women",1
"King Mongkut's Institute of Technology Ladkrabang",1
"King Faisal Specialist Hospital and Research Centre",1
"King Edward Medical University",1
"KIMS Foundation and Research Center",1
"Kiev Institute of Business and Technology",1
"Kiel Institute for the World Economy",1
"Khyber Medical University",1
"Khmelnytskyi Humanitarian-Pedagogical Academy",1
"Kherson State University",1
"Kherson National Technical University",1
"Kharkiv State Academy of Physical Culture",1
"Kharkiv Regional Public Organization “Culture of Health”",1
"Kharkiv Polytechnic Institute",1
"Kharkiv National University of Radio Electronics",1
"Kharkiv National Automobile and Highway University",1
"Kenan Fellows Program for Teacher Leadership",1
"Kementerian Pendidikan dan Kebudayaan",1
"Kementerian Kesehatan, Badan Penelitian dan Pengembangan Kesehatan, Pusat Teknologi Terapan Kesehatan dan Epidemiologi Klinik",1
"Kementerian Kelautan dan Perikanan",1
"KeD Publishing",1
"KeAi Publishing Co. Ltd.",1
"KeAi Communications Co. Ltd. ",1
"KD Mapro",1
"Kazimierz Wielki University",1
"Kazan State Power Engineering University",1
"Kayon Media",1
"Kavilando",1
"Kaviani Breast Disease Institute",1
"Kauno Kolegija (Kaunas University of Applied Sciences)",1
"Katholieke Universiteit Leuven ",1
"Katholieke Universiteit Leuven",1
"Kathmandu University",1
"Katedra Socjologii Polityki i Moralnosci Wydzial Ekonomiczno-Socjologiczny Uniwersytet Lódzki",1
"Katedra Cakavskoga sabora Lovran",1
"Kasr Al-Ainy Center of Clinical Oncology and Nuclear Medicine",1
"Karolinum Press and Oikoymenh Press",1
"Karlstads Universitet ",1
"Karlsruhe Institute of Technology, Institute for Technology Assessment and Systems Analysis (ITAS)",1
"Karl Franzens Universität Graz",1
"Karelian Research Centre of the Russian Academy of Sciences",1
"Kare Publishing",1
"Karakoram International University Gilgit, Pakistan",1
"Karachi Institute of Economics and Technology",1
"Karabuk University",1
"Kantor Bahasa Provinsi Sulawesi Tenggara",1
"Kanda University of International Studies",1
"Kamianets-Podilskyi National Ivan Ohiienko University, National Academy of Educational Sciences of Ukraine, G.S.Kostiuk Institute of Psychology ",1
"KamGU by Vitus Bering",1
"Kamerton",1
"Kaiak Edizioni",1
"Kahramanmaras Sutcu Imam University",1
"Kader",1
"KAD International",1
"K.N. Toosi University of Technology",1
"Jurusan Teknik Sipil Universitas Syiah Kuala",1
"Jurusan Teknik Pertanian Universitas Lampung",1
"Jurusan Teknik Kimia  Fakultas Teknik Universitas Muhammadiyah Jakarta",1
"Jurusan Teknik Industri, Fakultas Teknik Universitas Muhammadiyah Malang",1
"Jurusan Sosial Ekonomi Pertanian Universitas Tanjungpura",1
"Jurusan Sejarah Fakultas Ilmu Sosial Universitas Negeri Padang",1
"Jurusan PGMI FTIK IAIN Metro Lampung",1
"Jurusan Peternakan",1
"Jurusan Pendidikan Luar Biasa, Fakultas Ilmu Pendidikan, Universitas Negeri Malang",1
"Jurusan Pendidikan Bahasa Inggris Fakultas Tarbiyah dan Keguruan UIN Alauddin Makassar",1
"Jurusan Pendidikan Bahasa Arab UIN Sunan Kalijaga",1
"Jurusan Pendidikan Bahasa Arab",1
"Jurusan Ilmu Komunikasi FISIP UNAND",1
"Jurusan Ilmu Komputer Universitas Negeri Semarang",1
"Jurusan Gizi Politeknik Kesehatan Kemenkes Aceh",1
"Jurusan Fisika, FMIPA Universitas Andalas",1
"Jurusan Budidaya Tanaman Perkebunan",1
"Jurusan Biologi Universitas Andalas",1
"Jurusan Bahasa dan Sastra Arab Fakultas Ushuluddin dan Adab UIN Sultan Maulana Hasanuddin Banten",1
"Jurist, Publishing Group",1
"Jura Gentium Centre",1
"Junta de Castilla y León",1
"Junta de Andalucía",1
"Julius Kühn-Institut",1
"Journal of Urban Research",1
"Journal of Surgery and Medicine",1
"Journal of Student Affairs in Africa",1
"Journal of Social Studies Education Research ",1
"Journal of Smart Economic Growth    ",1
"Journal of Research for Consumers",1
"Journal of Pure and Applied Microbiology",1
"Journal of Pioneering Medical Sciences",1
"Journal of Pediatric Sciences",1
"Journal of Pedagogical Research",1
"Journal of Open Source Software",1
"Journal of Multidisciplinary Modeling and Optimization",1
"Journal of Materials Engineering",1
"Journal of Logic and Analysis",1
"Journal of International Students",1
"Journal of Ideas in Health",1
