"journal","url","publisher","date"
"International Relations of the Asia-Pacific","https://academic.oup.com/irap","Oxford University Press",2021-01-31
"International Studies Perspectives","https://academic.oup.com/isp","Oxford University Press",2021-01-31
"International Studies Quarterly","https://academic.oup.com/isq","Oxford University Press",2021-01-31
"International Studies Review","https://academic.oup.com/isr","Oxford University Press",2021-01-31
"ITNOW","https://academic.oup.com/itnow","Oxford University Press",2021-01-31
"JAC-Antimicrobial Resistance","https://academic.oup.com/jacamr","Oxford University Press",2021-01-31
"JAMIA Open","https://academic.oup.com/jamiaopen","Oxford University Press",2021-01-31
"Japanese Journal of Clinical Oncology","https://academic.oup.com/jjco","Oxford University Press",2021-01-31
"Jerusalem Review of Legal Studies","https://academic.oup.com/jrls","Oxford University Press",2021-01-31
"The Journal of Aesthetics and Art Criticism","https://academic.oup.com/jaac","Oxford University Press",2021-01-31
"Journal of African Economies","https://academic.oup.com/jae","Oxford University Press",2021-01-31
"Journal of the American Academy of Religion","https://academic.oup.com/jaar","Oxford University Press",2021-01-31
"Journal of American History","https://academic.oup.com/jah","Oxford University Press",2021-01-31
"Journal of the American Medical Informatics Association","https://academic.oup.com/jamia","Oxford University Press",2021-01-31
"Journal of Analytical Toxicology","https://academic.oup.com/jat","Oxford University Press",2021-01-31
"Journal of Animal Science","https://academic.oup.com/jas","Oxford University Press",2021-01-31
"Journal of Antimicrobial Chemotherapy","https://academic.oup.com/jac","Oxford University Press",2021-01-31
"Journal of AOAC INTERNATIONAL","https://academic.oup.com/jaoac","Oxford University Press",2021-01-31
"Journal of Antitrust Enforcement","https://academic.oup.com/antitrust","Oxford University Press",2021-01-31
"The Journal of Applied Laboratory Medicine","https://academic.oup.com/jalm","Oxford University Press",2021-01-31
"The Journal of Biochemistry","https://academic.oup.com/jb","Oxford University Press",2021-01-31
"Journal of Breast Imaging","https://academic.oup.com/jbi","Oxford University Press",2021-01-31
"Journal of Burn Care & Research","https://academic.oup.com/jbcr","Oxford University Press",2021-01-31
"Journal of the Canadian Association of Gastroenterology","https://academic.oup.com/jcag","Oxford University Press",2021-01-31
"Journal of Chromatographic Science","https://academic.oup.com/chromsci","Oxford University Press",2021-01-31
"Journal of Church and State","https://academic.oup.com/jcs","Oxford University Press",2021-01-31
"The Journal of Clinical Endocrinology & Metabolism","https://academic.oup.com/jcem","Oxford University Press",2021-01-31
"Journal of Communication","https://academic.oup.com/joc","Oxford University Press",2021-01-31
"Journal of Competition Law & Economics","https://academic.oup.com/jcle","Oxford University Press",2021-01-31
"Journal of Computational Design and Engineering","https://academic.oup.com/jcde","Oxford University Press",2021-01-31
"Journal of Computer-Mediated Communication","https://academic.oup.com/jcmc","Oxford University Press",2021-01-31
"Journal of Complex Networks","https://academic.oup.com/comnet","Oxford University Press",2021-01-31
"Journal of Conflict and Security Law","https://academic.oup.com/jcsl","Oxford University Press",2021-01-31
"Journal of Consumer Research","https://academic.oup.com/jcr","Oxford University Press",2021-01-31
"Journal of Crohn's and Colitis","https://academic.oup.com/ecco-jcc","Oxford University Press",2021-01-31
"Journal of Crohn's and Colitis Supplements","https://academic.oup.com/ecco-jccs","Oxford University Press",2021-01-31
"Journal of Crustacean Biology","https://academic.oup.com/jcb","Oxford University Press",2021-01-31
"Journal of Cybersecurity","https://academic.oup.com/cybersecurity","Oxford University Press",2021-01-31
"The Journal of Deaf Studies and Deaf Education","https://academic.oup.com/jdsde","Oxford University Press",2021-01-31
"Journal of Design History","https://academic.oup.com/jdh","Oxford University Press",2021-01-31
"Journal of Economic Entomology","https://academic.oup.com/jee","Oxford University Press",2021-01-31
"Journal of Economic Geography","https://academic.oup.com/joeg","Oxford University Press",2021-01-31
"Journal of the Endocrine Society","https://academic.oup.com/jes","Oxford University Press",2021-01-31
"Journal of Environmental Law","https://academic.oup.com/jel","Oxford University Press",2021-01-31
"Journal of European Competition Law & Practice","https://academic.oup.com/jeclap","Oxford University Press",2021-01-31
"Journal of the European Economic Association","https://academic.oup.com/jeea","Oxford University Press",2021-01-31
"Journal of Experimental Botany","https://academic.oup.com/jxb","Oxford University Press",2021-01-31
"Journal of Financial Econometrics","https://academic.oup.com/jfec","Oxford University Press",2021-01-31
"Journal of Financial Regulation","https://academic.oup.com/jfr","Oxford University Press",2021-01-31
"Journal of Forestry","https://academic.oup.com/jof","Oxford University Press",2021-01-31
"Journal of Geophysics and Engineering","https://academic.oup.com/jge","Oxford University Press",2021-01-31
"Journal of Gerontology","https://academic.oup.com/geronj","Oxford University Press",2021-01-31
"The Journals of Gerontology: Series A","https://academic.oup.com/biomedgerontology","Oxford University Press",2021-01-31
"The Journals of Gerontology: Series B","https://academic.oup.com/psychsocgerontology","Oxford University Press",2021-01-31
"Journal of Global Security Studies","https://academic.oup.com/jogss","Oxford University Press",2021-01-31
"Journal of Heredity","https://academic.oup.com/jhered","Oxford University Press",2021-01-31
"The Journal of Hindu Studies","https://academic.oup.com/jhs","Oxford University Press",2021-01-31
"Journal of Hip Preservation Surgery","https://academic.oup.com/jhps","Oxford University Press",2021-01-31
"Journal of the History of Collections","https://academic.oup.com/jhc","Oxford University Press",2021-01-31
"Journal of the History of Medicine and Allied Sciences","https://academic.oup.com/jhmas","Oxford University Press",2021-01-31
"Journal of Human Rights Practice","https://academic.oup.com/jhrp","Oxford University Press",2021-01-31
"Journal of Industrial Microbiology and Biotechnology","https://academic.oup.com/jimb","Oxford University Press",2021-01-31
"The Journal of Infectious Diseases","https://academic.oup.com/jid","Oxford University Press",2021-01-31
"Journal of Insect Science","https://academic.oup.com/jinsectscience","Oxford University Press",2021-01-31
"Journal of Integrated Pest Management","https://academic.oup.com/jipm","Oxford University Press",2021-01-31
"Journal of Intellectual Property Law & Practice","https://academic.oup.com/jiplp","Oxford University Press",2021-01-31
"Journal of International Criminal Justice","https://academic.oup.com/jicj","Oxford University Press",2021-01-31
"Journal of International Dispute Settlement","https://academic.oup.com/jids","Oxford University Press",2021-01-31
"Journal of International Economic Law","https://academic.oup.com/jiel","Oxford University Press",2021-01-31
"Journal of Islamic Studies","https://academic.oup.com/jis","Oxford University Press",2021-01-31
"Journal of Language Evolution","https://academic.oup.com/jole","Oxford University Press",2021-01-31
"Journal of Law and the Biosciences","https://academic.oup.com/jlb","Oxford University Press",2021-01-31
"The Journal of Law, Economics, and Organization","https://academic.oup.com/jleo","Oxford University Press",2021-01-31
"Journal of Legal Analysis","https://academic.oup.com/jla","Oxford University Press",2021-01-31
"Journal of Logic and Computation","https://academic.oup.com/logcom","Oxford University Press",2021-01-31
"Journal of Mammalogy","https://academic.oup.com/jmammal","Oxford University Press",2021-01-31
"Journal of Mathematics","https://academic.oup.com/jom","Oxford University Press",2021-01-31
"Journal of Mechanics","https://academic.oup.com/jom","Oxford University Press",2021-01-31
"Journal of Medical Entomology","https://academic.oup.com/jme","Oxford University Press",2021-01-31
"The Journal of Medicine and Philosophy: A Forum for Bioethics and Philosophy of Medicine","https://academic.oup.com/jmp","Oxford University Press",2021-01-31
"Journal of Molecular Cell Biology","https://academic.oup.com/jmcb","Oxford University Press",2021-01-31
"Journal of Molluscan Studies","https://academic.oup.com/mollus","Oxford University Press",2021-01-31
"Journal of Music Therapy","https://academic.oup.com/jmt","Oxford University Press",2021-01-31
"JNCI Cancer Spectrum","https://academic.oup.com/jncics","Oxford University Press",2021-01-31
"JNCI: Journal of the National Cancer Institute","https://academic.oup.com/jnci","Oxford University Press",2021-01-31
"JNCI Monographs","https://academic.oup.com/jncimono","Oxford University Press",2021-01-31
"Journal of Neuropathology & Experimental Neurology","https://academic.oup.com/jnen","Oxford University Press",2021-01-31
"The Journal of Nutrition","https://academic.oup.com/jn","Oxford University Press",2021-01-31
"Journal of the Pediatric Infectious Diseases Society","https://academic.oup.com/jpids","Oxford University Press",2021-01-31
"Journal of Pediatric Psychology","https://academic.oup.com/jpepsy","Oxford University Press",2021-01-31
"Journal of Petrology","https://academic.oup.com/petrology","Oxford University Press",2021-01-31
"Journal of Pharmaceutical Health Services Research","https://academic.oup.com/jphsr","Oxford University Press",2021-01-31
"Journal of Pharmacy and Pharmacology","https://academic.oup.com/jpp","Oxford University Press",2021-01-31
"Journal of Plankton Research","https://academic.oup.com/plankt","Oxford University Press",2021-01-31
"Journal of Plant Ecology","https://academic.oup.com/jpe","Oxford University Press",2021-01-31
"Journal of Professions and Organization","https://academic.oup.com/jpo","Oxford University Press",2021-01-31
"Journal of Public Administration Research and Theory","https://academic.oup.com/jpart","Oxford University Press",2021-01-31
"Journal of Public Health","https://academic.oup.com/jpubhealth","Oxford University Press",2021-01-31
"Journal of Radiation Research","https://academic.oup.com/jrr","Oxford University Press",2021-01-31
"Journal of Refugee Studies","https://academic.oup.com/jrs","Oxford University Press",2021-01-31
"Journal of Semantics","https://academic.oup.com/jos","Oxford University Press",2021-01-31
"Journal of Semitic Studies","https://academic.oup.com/jss","Oxford University Press",2021-01-31
"Journal of Social History","https://academic.oup.com/jsh","Oxford University Press",2021-01-31
"Journal of Surgical Case Reports","https://academic.oup.com/jscr","Oxford University Press",2021-01-31
"Journal of Survey Statistics and Methodology","https://academic.oup.com/jssam","Oxford University Press",2021-01-31
"The Journal of Theological Studies","https://academic.oup.com/jts","Oxford University Press",2021-01-31
"Journal of Travel Medicine","https://academic.oup.com/jtm","Oxford University Press",2021-01-31
"Journal of Tropical Pediatrics","https://academic.oup.com/tropej","Oxford University Press",2021-01-31
"Journal of Urban Ecology","https://academic.oup.com/jue","Oxford University Press",2021-01-31
"Journal of Victorian Culture","https://academic.oup.com/jvc","Oxford University Press",2021-01-31
"The Journal of World Energy Law & Business","https://academic.oup.com/jwelb","Oxford University Press",2021-01-31
"Lab Medicine","https://academic.oup.com/labmed","Oxford University Press",2021-01-31
"Law, Probability and Risk","https://academic.oup.com/lpr","Oxford University Press",2021-01-31
"The Leo Baeck Institute Year Book","https://academic.oup.com/leobaeck","Oxford University Press",2021-01-31
"The Library","https://academic.oup.com/library","Oxford University Press",2021-01-31
"Literary Imagination","https://academic.oup.com/litimag","Oxford University Press",2021-01-31
"Literature and Theology","https://academic.oup.com/litthe","Oxford University Press",2021-01-31
"Logic Journal of the IGPL","https://academic.oup.com/jigpal","Oxford University Press",2021-01-31
"London Review of International Law","https://academic.oup.com/lril","Oxford University Press",2021-01-31
"Mammalian Species","https://academic.oup.com/mspecies","Oxford University Press",2021-01-31
"Mathematical Medicine and Biology: A Journal of the IMA","https://academic.oup.com/imammb","Oxford University Press",2021-01-31
"Medical Law Review","https://academic.oup.com/medlaw","Oxford University Press",2021-01-31
"Medical Mycology","https://academic.oup.com/mmy","Oxford University Press",2021-01-31
"MELUS","https://academic.oup.com/melus","Oxford University Press",2021-01-31
"Metallomics","https://academic.oup.com/metallomics","Oxford University Press",2021-01-31
"microLife","https://academic.oup.com/microlife","Oxford University Press",2021-01-31
"Microscopy","https://academic.oup.com/jmicro","Oxford University Press",2021-01-31
"Migration Studies","https://academic.oup.com/migration","Oxford University Press",2021-01-31
"Military Medicine","https://academic.oup.com/milmed","Oxford University Press",2021-01-31
"Mind","https://academic.oup.com/mind","Oxford University Press",2021-01-31
"Modern Judaism - A Journal of Jewish Ideas and Experience","https://academic.oup.com/mj","Oxford University Press",2021-01-31
"Molecular Biology and Evolution","https://academic.oup.com/mbe","Oxford University Press",2021-01-31
"Molecular Endocrinology","https://academic.oup.com/mend","Oxford University Press",2021-01-31
"Molecular Human Reproduction","https://academic.oup.com/molehr","Oxford University Press",2021-01-31
"The Monist","https://academic.oup.com/monist","Oxford University Press",2021-01-31
"Monthly Notices of the Royal Astronomical Society","https://academic.oup.com/mnras","Oxford University Press",2021-01-31
"Monthly Notices of the Royal Astronomical Society: Letters","https://academic.oup.com/mnrasl","Oxford University Press",2021-01-31
"Music and Letters","https://academic.oup.com/ml","Oxford University Press",2021-01-31
"Music Theory Spectrum","https://academic.oup.com/mts","Oxford University Press",2021-01-31
"Music Therapy","https://academic.oup.com/musictherapy","Oxford University Press",2021-01-31
"Music Therapy Perspectives","https://academic.oup.com/mtp","Oxford University Press",2021-01-31
"The Musical Quarterly","https://academic.oup.com/mq","Oxford University Press",2021-01-31
"Mutagenesis","https://academic.oup.com/mutage","Oxford University Press",2021-01-31
"National Science Review","https://academic.oup.com/nsr","Oxford University Press",2021-01-31
"NAR Cancer","https://academic.oup.com/narcancer","Oxford University Press",2021-01-31
"NAR Genomics and Bioinformatics","https://academic.oup.com/nargab","Oxford University Press",2021-01-31
"Nephrology Dialysis Transplantation","https://academic.oup.com/ndt","Oxford University Press",2021-01-31
"Neuro-Oncology","https://academic.oup.com/neuro-oncology","Oxford University Press",2021-01-31
"Neuro-Oncology Advances","https://academic.oup.com/noa","Oxford University Press",2021-01-31
"Neuro-Oncology Practice","https://academic.oup.com/nop","Oxford University Press",2021-01-31
"Neuroscience of Consciousness","https://academic.oup.com/nc","Oxford University Press",2021-01-31
"Neurosurgery","https://academic.oup.com/neurosurgery","Oxford University Press",2021-01-31
"Neurosurgery Open","https://academic.oup.com/neurosurgeryopen","Oxford University Press",2021-01-31
"Nicotine and Tobacco Research","https://academic.oup.com/ntr","Oxford University Press",2021-01-31
"Northern Journal of Applied Forestry","https://academic.oup.com/njaf","Oxford University Press",2021-01-31
"Notes and Queries","https://academic.oup.com/nq","Oxford University Press",2021-01-31
"Nucleic Acids Research","https://academic.oup.com/nar","Oxford University Press",2021-01-31
"Nucleic Acids Symposium Series","https://academic.oup.com/nass","Oxford University Press",2021-01-31
"Nutrition Reviews","https://academic.oup.com/nutritionreviews","Oxford University Press",2021-01-31
"OAH Magazine of History","https://academic.oup.com/maghis","Oxford University Press",2021-01-31
"Occupational Medicine","https://academic.oup.com/occmed","Oxford University Press",2021-01-31
"Open Forum Infectious Diseases","https://academic.oup.com/ofid","Oxford University Press",2021-01-31
"The Opera Quarterly","https://academic.oup.com/oq","Oxford University Press",2021-01-31
"Operative Neurosurgery","https://academic.oup.com/ons","Oxford University Press",2021-01-31
"Ornithological Applications","https://academic.oup.com/condor","Oxford University Press",2021-01-31
"Ornithology","https://academic.oup.com/auk","Oxford University Press",2021-01-31
"Oxford Art Journal","https://academic.oup.com/oaj","Oxford University Press",2021-01-31
"Oxford Economic Papers","https://academic.oup.com/oep","Oxford University Press",2021-01-31
"Oxford Journal of Law and Religion","https://academic.oup.com/ojlr","Oxford University Press",2021-01-31
"Oxford Journal of Legal Studies","https://academic.oup.com/ojls","Oxford University Press",2021-01-31
"Oxford Medical Case Reports","https://academic.oup.com/omcr","Oxford University Press",2021-01-31
"Oxford Open Climate Change","https://academic.oup.com/oocc","Oxford University Press",2021-01-31
"Oxford Open Immunology","https://academic.oup.com/ooim","Oxford University Press",2021-01-31
"Oxford Open Materials Science","https://academic.oup.com/ooms","Oxford University Press",2021-01-31
"Oxford Review of Economic Policy","https://academic.oup.com/oxrep","Oxford University Press",2021-01-31
"Paediatrics & Child Health","https://academic.oup.com/pch","Oxford University Press",2021-01-31
"Pain Medicine","https://academic.oup.com/painmedicine","Oxford University Press",2021-01-31
"Parliamentary Affairs","https://academic.oup.com/pa","Oxford University Press",2021-01-31
"Past & Present","https://academic.oup.com/past","Oxford University Press",2021-01-31
"Pathogens and Disease","https://academic.oup.com/femspd","Oxford University Press",2021-01-31
"Pathology Patterns Reviews","https://academic.oup.com/ppr/","Oxford University Press",2021-01-31
"Perspectives on Public Management and Governance","https://academic.oup.com/ppmg","Oxford University Press",2021-01-31
"Philosophia Mathematica","https://academic.oup.com/philmat","Oxford University Press",2021-01-31
"The Philosophical Quarterly","https://academic.oup.com/pq","Oxford University Press",2021-01-31
"Physical Therapy","https://academic.oup.com/ptj","Oxford University Press",2021-01-31
"Plant and Cell Physiology","https://academic.oup.com/pcp","Oxford University Press",2021-01-31
"The Plant Cell","https://academic.oup.com/plcell","Oxford University Press",2021-01-31
"Plant Physiology","https://academic.oup.com/plphys","Oxford University Press",2021-01-31
"Policing: A Journal of Policy and Practice","https://academic.oup.com/policing","Oxford University Press",2021-01-31
"Precision Clinical Medicine","https://academic.oup.com/pcm","Oxford University Press",2021-01-31
"Proceedings of the Aristotelian Society","https://academic.oup.com/aristotelian","Oxford University Press",2021-01-31
"Proceedings of the Linnean Society of London","https://academic.oup.com/proceedingslinnean","Oxford University Press",2021-01-31
"Progress of Theoretical Physics","https://academic.oup.com/ptp","Oxford University Press",2021-01-31
"Progress of Theoretical Physics Supplement","https://academic.oup.com/ptps","Oxford University Press",2021-01-31
"Progress of Theoretical and Experimental Physics","https://academic.oup.com/ptep","Oxford University Press",2021-01-31
"Protein Engineering, Design and Selection","https://academic.oup.com/peds","Oxford University Press",2021-01-31
"Psychoradiology","https://academic.oup.com/psyrad/","Oxford University Press",2021-01-31
"Public Health Ethics","https://academic.oup.com/phe","Oxford University Press",2021-01-31
"Public Opinion Quarterly","https://academic.oup.com/poq","Oxford University Press",2021-01-31
"Public Policy & Aging Report","https://academic.oup.com/ppar","Oxford University Press",2021-01-31
"Publications of the Astronomical Society of Japan","https://academic.oup.com/pasj","Oxford University Press",2021-01-31
"Publius: The Journal of Federalism","https://academic.oup.com/publius","Oxford University Press",2021-01-31
"QJM: An International Journal of Medicine","https://academic.oup.com/qjmed","Oxford University Press",2021-01-31
"Q Open","https://academic.oup.com/qopen","Oxford University Press",2021-01-31
"The Quarterly Journal of Economics","https://academic.oup.com/qje","Oxford University Press",2021-01-31
"The Quarterly Journal of Mathematics","https://academic.oup.com/qjmath","Oxford University Press",2021-01-31
"The Quarterly Journal of Mechanics and Applied Mathematics","https://academic.oup.com/qjmam","Oxford University Press",2021-01-31
"Radiation Protection Dosimetry","https://academic.oup.com/rpd","Oxford University Press",2021-01-31
"Refugee Survey Quarterly","https://academic.oup.com/rsq","Oxford University Press",2021-01-31
"Regenerative Biomaterials","https://academic.oup.com/rb","Oxford University Press",2021-01-31
"Reports of Patent, Design and Trade Mark Cases","https://academic.oup.com/rpc","Oxford University Press",2021-01-31
"Research Evaluation","https://academic.oup.com/rev","Oxford University Press",2021-01-31
"The Review of Asset Pricing Studies","https://academic.oup.com/raps","Oxford University Press",2021-01-31
"The Review of Corporate Finance Studies","https://academic.oup.com/rcfs","Oxford University Press",2021-01-31
"The Review of Economic Studies","https://academic.oup.com/restud","Oxford University Press",2021-01-31
"The Review of English Studies","https://academic.oup.com/res","Oxford University Press",2021-01-31
"Review of Finance","https://academic.oup.com/rof","Oxford University Press",2021-01-31
"The Review of Financial Studies","https://academic.oup.com/rfs","Oxford University Press",2021-01-31
"Rheumatology","https://academic.oup.com/rheumatology","Oxford University Press",2021-01-31
"Rheumatology Advances in Practice","https://academic.oup.com/rheumap","Oxford University Press",2021-01-31
"Schizophrenia Bulletin","https://academic.oup.com/schizophreniabulletin","Oxford University Press",2021-01-31
"Schizophrenia Bulletin Open","https://academic.oup.com/schizbullopen","Oxford University Press",2021-01-31
"Science and Public Policy","https://academic.oup.com/spp","Oxford University Press",2021-01-31
"Screen","https://academic.oup.com/screen","Oxford University Press",2021-01-31
"Shakespeare Quarterly","https://academic.oup.com/sq","Oxford University Press",2021-01-31
"Sleep","https://academic.oup.com/sleep","Oxford University Press",2021-01-31
"Sleep Advances","https://academic.oup.com/sleepadvances","Oxford University Press",2021-01-31
"Social Cognitive and Affective Neuroscience","https://academic.oup.com/scan","Oxford University Press",2021-01-31
"Social Forces","https://academic.oup.com/sf","Oxford University Press",2021-01-31
"Social History of Medicine","https://academic.oup.com/shm","Oxford University Press",2021-01-31
"Social Politics: International Studies in Gender, State & Society","https://academic.oup.com/sp","Oxford University Press",2021-01-31
"Social Problems","https://academic.oup.com/socpro","Oxford University Press",2021-01-31
"Social Science Japan Journal","https://academic.oup.com/ssjj","Oxford University Press",2021-01-31
"Social Work","https://academic.oup.com/sw","Oxford University Press",2021-01-31
"Social Work Research","https://academic.oup.com/swr","Oxford University Press",2021-01-31
"Social Work Research and Abstracts","https://academic.oup.com/swra","Oxford University Press",2021-01-31
"Socio-Economic Review","https://academic.oup.com/ser","Oxford University Press",2021-01-31
"Sociology of Religion","https://academic.oup.com/socrel","Oxford University Press",2021-01-31
"Southern Journal of Applied Forestry","https://academic.oup.com/sjaf","Oxford University Press",2021-01-31
"Statute Law Review","https://academic.oup.com/slr","Oxford University Press",2021-01-31
"Synthetic Biology","https://academic.oup.com/synbio","Oxford University Press",2021-01-31
"Systematic Biology","https://academic.oup.com/sysbio","Oxford University Press",2021-01-31
"Teaching Mathematics and its Applications: An International Journal of the IMA","https://academic.oup.com/teamat","Oxford University Press",2021-01-31
"Toxicology Research","https://academic.oup.com/toxres","Oxford University Press",2021-01-31
"Toxicological Sciences","https://academic.oup.com/toxsci","Oxford University Press",2021-01-31
"Transactions of the Linnean Society of London","http://academic.oup.com/transactionslinnean","Oxford University Press",2021-01-31
"Transactions of the Linnean Society of London. 2nd Series. Botany","http://academic.oup.com/transactionslinneanbot","Oxford University Press",2021-01-31
"Transactions of the Linnean Society of London. 2nd Series. Zoology","http://academic.oup.com/transactionslinneanzoo","Oxford University Press",2021-01-31
"Transactions of Mathematics and its Applications: A Journal of the IMA","https://academic.oup.com/imatrm","Oxford University Press",2021-01-31
"Transactions of The Royal Society of Tropical Medicine and Hygiene","https://academic.oup.com/trstmh","Oxford University Press",2021-01-31
"Translational Animal Science","https://academic.oup.com/tas","Oxford University Press",2021-01-31
"Translational Behavioral Medicine","https://academic.oup.com/tbm","Oxford University Press",2021-01-31
"Transportation Safety and Environment","https://academic.oup.com/tse","Oxford University Press",2021-01-31
"Tree Physiology","https://academic.oup.com/treephys","Oxford University Press",2021-01-31
"Trusts & Trustees","https://academic.oup.com/tandt","Oxford University Press",2021-01-31
"Twentieth Century British History","https://academic.oup.com/tcbh","Oxford University Press",2021-01-31
"Uniform Law Review","https://academic.oup.com/ulr","Oxford University Press",2021-01-31
"Virus Evolution","https://academic.oup.com/ve","Oxford University Press",2021-01-31
"Western Historical Quarterly","https://academic.oup.com/whq","Oxford University Press",2021-01-31
"Western Journal of Applied Forestry","https://academic.oup.com/wjaf","Oxford University Press",2021-01-31
"Work, Aging and Retirement","https://academic.oup.com/workar","Oxford University Press",2021-01-31
"The World Bank Economic Review","https://academic.oup.com/wber","Oxford University Press",2021-01-31
"The World Bank Research Observer","https://academic.oup.com/wbro","Oxford University Press",2021-01-31
"Yearbook of European Law","https://academic.oup.com/yel","Oxford University Press",2021-01-31
"Yearbook of International Environmental Law","https://academic.oup.com/yielaw","Oxford University Press",2021-01-31
"The Year's Work in Critical and Cultural Theory","https://academic.oup.com/ywcct","Oxford University Press",2021-01-31
"The Year's Work in English Studies","https://academic.oup.com/ywes","Oxford University Press",2021-01-31
"Zoological Journal of the Linnean Society","https://academic.oup.com/zoolinnean","Oxford University Press",2021-01-31
"Acetic Acid Bacteria","http://www.aabacteria.org/","PAGEPress",2021-01-31
"Acque Sotterranee - Italian Journal of Groundwater","http://www.acquesotterranee.online/","PAGEPress",2021-01-31
"Advances in Oceanography and Limnology","http://pagepressjournals.org/index.php/aiol/","PAGEPress",2021-01-31
"Ageing Research","http://www.pagepress.org/journals/index.php/ar","PAGEPress",2021-01-31
"Archivio Italiano di Urologia e Andrologia","http://www.pagepressjournals.org/index.php/aiua","PAGEPress",2021-01-31
"Alternative Medicine Studies","http://www.pagepress.org/journals/index.php/ams","PAGEPress",2021-01-31
"Antiqua","http://www.pagepress.org/journals/index.php/antiqua","PAGEPress",2021-01-31
"Astronomy Studies Development","http://www.pagepress.org/journals/index.php/asd","PAGEPress",2021-01-31
"Audiology Research","http://www.audiologyresearch.org/","PAGEPress",2021-01-31
"BioMaterials Advances","http://technology.pagepress.org/index.php/bioadv","PAGEPress",2021-01-31
"Biomedical Science and Engineering","http://technology.pagepress.org/index.php/bse","PAGEPress",2021-01-31
"BioResources Innovations","http://technology.pagepress.org/index.php/biores","PAGEPress",2021-01-31
"Bollettino della Societ<U+FFFD> Italiana di Entomologia","http://sei.pagepress.org/index.php/bollettino","PAGEPress",2021-01-31
"Cardiogenetics","http://www.cardiogenetics.it/","PAGEPress",2021-01-31
"Chest Disease Reports","http://www.chestdiseasereports.org/","PAGEPress",2021-01-31
"Clinics and Practice","http://www.clinicsandpractice.org/","PAGEPress",2021-01-31
"Dermatology Reports","http://www.pagepress.org/journals/index.php/dr","PAGEPress",2021-01-31
"Drugs and Therapy Studies","http://www.pagepress.org/journals/index.php/dts","PAGEPress",2021-01-31
"Earthquake and Volcano Research","http://technology.pagepress.org/index.php/eqv","PAGEPress",2021-01-31
"Emergency Care Journal","http://www.pagepressjournals.org/index.php/ecj","PAGEPress",2021-01-31
"Endocrinology Studies","http://www.pagepress.org/journals/index.php/es","PAGEPress",2021-01-31
"Entomologia","http://sei.pagepress.org/index.php/entomologia","PAGEPress",2021-01-31
"European Journal of Histochemistry","http://www.ejh.it/","PAGEPress",2021-01-31
"European Journal of Translational Myology","http://www.pagepressjournals.org/index.php/bam","PAGEPress",2021-01-31
"Fire Research","http://technology.pagepress.org/index.php/fire","PAGEPress",2021-01-31
"Fragmenta Entomologica","http://www.fragmentaentomol.org/index.php/fragmenta","PAGEPress",2021-01-31
"Gastroenterology Insights","http://www.pagepress.org/journals/index.php/gi","PAGEPress",2021-01-31
"Geospatial Health","http://www.geospatialhealth.net/","PAGEPress",2021-01-31
"Geriatric Care","http://www.geriatric-care.org/","PAGEPress",2021-01-31
"Global Meteorology","http://www.pagepress.org/journals/index.php/gm","PAGEPress",2021-01-31
"Health Psychology Research","http://www.healthpsychres.org/","PAGEPress",2021-01-31
"Healthcare in Low-resource Settings","http://www.pagepressjournals.org/index.php/hls","PAGEPress",2021-01-31
"Hematology Reports","http://www.pagepress.org/journals/index.php/hr","PAGEPress",2021-01-31
"Human Origins Research","http://www.humanoriginsresearch.net/","PAGEPress",2021-01-31
"Infectious Disease Reports","http://www.pagepress.org/journals/index.php/idr","PAGEPress",2021-01-31
"International Journal of Plant Biology","http://www.pagepress.org/journals/index.php/pb","PAGEPress",2021-01-31
"Istituto Lombardo Accademia Scienze e Lettere - Rendiconti di Lettere","http://www.ilasl.org/index.php/Lettere","PAGEPress",2021-01-31
"Istituto Lombardo Accademia Scienze e Lettere - Rendiconti di Scienze","http://www.ilasl.org/index.php/Scienze","PAGEPress",2021-01-31
"Istituto Lombardo Accademia Scienze e Lettere - Incontri di Studio","http://www.ilasl.org/index.php/Incontri","PAGEPress",2021-01-31
"Istituto Lombardo Accademia Scienze e Lettere - Memorie","http://www.ilasl.org/index.php/memorie","PAGEPress",2021-01-31
"Italian Journal of Agronomy","http://www.agronomy.it/","PAGEPress",2021-01-31
"Italian Journal of Food Safety","http://www.ijfs.it/","PAGEPress",2021-01-31
"Italian Journal of Medicine","http://www.italjmed.org/","PAGEPress",2021-01-31
"Italian Journal of Wound Care","http://woundcarejournal.it/index.php/ijwc","PAGEPress",2021-01-31
"Journal of Agricultural Engineering","http://www.agroengineering.org/","PAGEPress",2021-01-31
"Journal of Biological Research - Bollettino della Societ<U+FFFD> Italiana di Biologia Sperimentale","http://www.jbiolres.org/","PAGEPress",2021-01-31
"Journal of Entomological and Acarological Research","http://www.jear.it/","PAGEPress",2021-01-31
"Journal of Limnology","http://www.jlimnol.it/","PAGEPress",2021-01-31
"Journal of Nucleic Acids Investigation","http://www.jnai.net/","PAGEPress",2021-01-31
"Journal of Peritoneum (and other serosal surfaces)","http://www.jperitoneum.org/","PAGEPress",2021-01-31
"Journal of Public Health in Africa","http://www.publichealthinafrica.org/","PAGEPress",2021-01-31
"Journal of Public Health Research","http://www.jphres.org/","PAGEPress",2021-01-31
"Journal of the Siena Academy of Sciences","http://pagepressjournals.org/index.php/jsas/","PAGEPress",2021-01-31
"Journal of the American Academy of Regenerative Medicine","http://www.pagepress.org/journals/index.php/jaarm","PAGEPress",2021-01-31
